geo,time_period,life_expectancy_total,life_expectancy_female,life_expectancy_male,gdp,country,pm2_5,pm10,loc_code,dpt,measles,tetanus,current_health_expenditure,current_health_expenditure_per_capita,co2_metric_tons_per_capita,sf6_metric_tons,nitrous_oxide_metric_tons,hfc_metric_tons,alcohol,tobacco,working_hours,bmi_over30,polio,bcg,hepb
AL,2010,0.0,0.0,0.0,29.0,Albania,0.0,0.0,ALB,99,99,87,4.7457962,192.0032196,1.52762366260495,0,1110,105,4.88 ,28.0,0.0,17.4 ,99.0,99.0,99.0
AL,2011,0.0,0.0,0.0,30.0,Albania,0.0,0.0,ALB,99,99,87,4.79534149,211.07551575,1.66942319005525,0,1150,0,5.03 ,0.0,0.0,18.1 ,99.0,97.0,99.0
AL,2012,0.0,0.0,0.0,30.0,Albania,0.0,0.0,ALB,99,98,87,5.05526543,213.71974182,1.50324046003101,0,1150,0,4.43 ,0.0,0.0,18.8 ,99.0,96.0,99.0
AL,2013,77.9,80.1,76.0,29.0,Albania,0.0,0.0,ALB,99,99,87,5.38561106,236.95796204,1.53363003912154,0,1120,0,4.28 ,0.0,0.0,19.5 ,99.0,99.0,99.0
AL,2014,78.2,80.1,76.4,30.0,Albania,0.0,0.0,ALB,98,98,92,5.50347328,251.35826111,1.66833737091547,0,1140,0,4.1 ,0.0,0.0,20.2 ,98.0,99.0,98.0
AL,2015,77.9,79.7,76.3,30.0,Albania,0.0,0.0,ALB,99,97,92,4.89631176,192.88513184,1.60377514987108,0,1190,0,4.33 ,25.1,0.0,20.9 ,99.0,99.0,99.0
AL,2016,78.5,80.1,77.1,30.0,Albania,0.0,0.0,ALB,98,96,92,4.91601658,202.01332092,1.55766435847472,0,1220,0,4.38 ,0.0,0.0,21.6 ,98.0,99.0,98.0
AL,2017,78.5,80.1,77.1,30.0,Albania,0.0,0.0,ALB,99,96,95,5.01263571,226.28067017,1.78878607422544,0,1190,0,4.39 ,0.0,0.0,0,99.0,99.0,99.0
AL,2018,78.9,80.5,77.4,30.0,Albania,0.0,0.0,ALB,99,94,95,5.23207188,274.91409302,1.78273894754715,0,1080,0,4.44 ,23.0,0.0,0,99.0,99.0,99.0
AL,2019,79.1,80.7,77.6,30.0,Albania,0.0,0.0,ALB,99,95,96,0,0,1.69224831964856,0,1100,0,4.4 ,23.0,0.0,0,99.0,99.0,99.0
AL,2020,77.4,79.6,75.2,31.0,Albania,0.0,0.0,ALB,98,91,96,0,0,0,0,0,0,0,0.0,0.0,0,98.0,98.0,98.0
AL,2021,0.0,0.0,0.0,32.0,Albania,0.0,0.0,ALB,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
AT,2010,80.7,83.5,77.8,128.0,Austria,19.9,26.9,AUT,86,80,0,10.22101879,4800.79345703,8.36501490116616,183,3780,2835,12.1 ,34.5,1468.0,16.4 ,86.0,0.0,86.0
AT,2011,81.1,83.8,78.3,129.0,Austria,19.0,27.1,AUT,89,84,0,10.02613258,5167.81787109,8.13547438124649,0,3780,0,11.9 ,0.0,1468.0,16.7 ,89.0,0.0,89.0
AT,2012,81.1,83.6,78.4,133.0,Austria,16.2,22.5,AUT,92,88,0,10.19915581,4966.09570313,7.72361448670012,0,3830,0,12.1 ,0.0,1453.0,17 ,92.0,0.0,92.0
AT,2013,81.3,83.8,78.6,133.0,Austria,17.3,24.6,AUT,95,92,0,10.28574944,5235.34130859,7.75369957604068,0,3850,0,12.1 ,0.0,1443.0,17.3 ,95.0,0.0,95.0
AT,2014,81.6,84.0,79.1,132.0,Austria,14.9,21.5,AUT,98,96,0,10.36809254,5393.60205078,7.26040422807808,0,3930,0,12.4 ,0.0,1438.0,17.7 ,98.0,0.0,98.0
AT,2015,81.3,83.7,78.8,131.0,Austria,14.5,20.8,AUT,93,96,0,10.36746693,4612.82421875,7.31715887345687,0,3950,0,11.6 ,29.3,1420.0,18 ,93.0,0.0,93.0
AT,2016,81.8,84.1,79.3,130.0,Austria,13.1,18.3,AUT,87,95,0,10.3522625,4709.87597656,7.28881998322196,0,3960,0,11.7 ,0.0,1431.0,18.3 ,87.0,0.0,87.0
AT,2017,81.7,84.0,79.4,127.0,Austria,14.1,19.1,AUT,90,96,0,10.38460541,4938.91992188,7.4861615826868,0,3890,0,11.6 ,0.0,1421.0,0,90.0,0.0,90.0
AT,2018,81.8,84.1,79.4,127.0,Austria,15.5,21.8,AUT,85,94,0,10.31750679,5322.26269531,7.13306391934265,0,3830,0,11.6 ,26.6,1421.0,0,85.0,0.0,85.0
AT,2019,82.0,84.2,79.7,126.0,Austria,12.0,17.4,AUT,85,95,0,10.43403149,5242.18310547,7.2939842524557,0,3850,0,11.9 ,25.6,1430.26217450533,0,85.0,0.0,85.0
AT,2020,81.3,83.6,78.9,125.0,Austria,0.0,0.0,AUT,85,95,0,0,0,0,0,0,0,0,0.0,1322.36989361291,0,85.0,0.0,85.0
AT,2021,81.3,83.8,78.8,123.0,Austria,0.0,0.0,AUT,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
BE,2010,80.3,83.0,77.5,121.0,Belgium,17.7,27.0,BEL,98,95,0,10.23324585,4544.77978516,9.79479224161996,93,6190,2657,10.27 ,24.1,1432.0,19.7 ,98.0,0.0,97.0
BE,2011,80.7,83.3,78.0,119.0,Belgium,17.7,26.7,BEL,98,95,0,10.39208412,4943.796875,8.74050515161928,0,4940,0,10.14 ,0.0,1443.0,19.9 ,98.0,0.0,97.0
BE,2012,80.5,83.1,77.8,121.0,Belgium,16.1,24.8,BEL,99,96,0,10.50650597,4706.47021484,8.5775258769088,0,4950,0,10.09 ,0.0,1440.0,20.1 ,99.0,0.0,98.0
BE,2013,80.7,83.2,78.1,121.0,Belgium,16.7,25.0,BEL,99,96,0,10.56133938,4947.76953125,8.65547751219134,0,4840,0,10.33 ,0.0,1436.0,20.3 ,99.0,0.0,98.0
BE,2014,81.4,83.9,78.8,121.0,Belgium,14.4,22.4,BEL,99,96,0,10.59411144,5072.95068359,8.04171121528318,0,4820,0,10.57 ,0.0,1434.0,20.5 ,99.0,0.0,98.0
BE,2015,81.1,83.4,78.7,121.0,Belgium,13.5,21.4,BEL,99,96,0,10.43065357,4291.48974609,8.43785199879601,0,4780,0,10.36 ,22.5,1431.0,20.7 ,99.0,0.0,98.0
BE,2016,81.5,84.0,79.0,120.0,Belgium,13.3,20.9,BEL,98,96,0,10.77319717,4534.22998047,8.31493180826759,0,4620,0,9.42 ,0.0,1435.0,21 ,98.0,0.0,97.0
BE,2017,81.6,83.9,79.2,118.0,Belgium,12.8,20.4,BEL,98,96,0,10.78312588,4775.8125,8.15109567890864,0,4570,0,9.3 ,0.0,1441.0,0,98.0,0.0,97.0
BE,2018,81.7,83.9,79.4,118.0,Belgium,12.8,21.5,BEL,98,96,0,10.76469994,5134.41455078,8.19633858929077,0,4590,0,9.22 ,21.6,1445.0,0,98.0,0.0,97.0
BE,2019,82.1,84.3,79.8,118.0,Belgium,11.1,18.9,BEL,97,96,0,10.65604973,4960.39355469,8.09558395403513,0,4580,0,9.15 ,21.4,1443.0,0,98.0,0.0,97.0
BE,2020,80.8,83.0,78.5,119.0,Belgium,0.0,0.0,BEL,97,96,0,0,0,0,0,0,0,0,0.0,1353.0,0,98.0,0.0,97.0
BE,2021,81.9,84.4,79.5,120.0,Belgium,0.0,0.0,BEL,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
BG,2010,73.8,77.4,70.3,45.0,Bulgaria,31.1,48.4,BGR,94,97,0,7.13800573,484.75228882,6.04954401644367,0,3720,648,9.82 ,36.5,0.0,22.1 ,94.0,98.0,95.0
BG,2011,74.2,77.8,70.7,46.0,Bulgaria,41.3,57.3,BGR,95,95,0,7.13881254,555.86419678,6.75527812444523,0,4360,0,9.88 ,0.0,0.0,22.7 ,95.0,98.0,96.0
BG,2012,74.4,77.9,70.9,47.0,Bulgaria,29.3,45.9,BGR,95,94,0,7.57609081,558.64794922,6.16215310962387,0,3450,0,10.88 ,0.0,0.0,23.1 ,95.0,97.0,95.0
BG,2013,74.9,78.6,71.3,46.0,Bulgaria,26.3,43.4,BGR,95,95,0,7.16768599,547.45483398,5.45896380820016,0,3780,0,10.32 ,0.0,0.0,23.4 ,95.0,97.0,95.0
BG,2014,74.5,78.0,71.1,47.0,Bulgaria,26.1,41.2,BGR,88,93,0,7.70713234,605.25891113,5.82092471406323,0,3850,0,10.3 ,0.0,0.0,23.7 ,88.0,97.0,95.0
BG,2015,74.7,78.2,71.2,48.0,Bulgaria,25.0,36.2,BGR,91,92,0,7.41093588,521.41906738,6.20786531681232,0,4030,0,10.89 ,36.7,0.0,24 ,91.0,96.0,92.0
BG,2016,74.9,78.5,71.3,49.0,Bulgaria,20.2,36.8,BGR,92,92,0,7.47690725,562.34082031,5.83488198114205,0,4050,0,11.13 ,0.0,0.0,24.3 ,92.0,96.0,91.0
BG,2017,74.8,78.4,71.4,50.0,Bulgaria,23.8,36.8,BGR,92,94,0,7.5206337,624.52502441,6.2012902397538,0,4120,0,10.93 ,0.0,0.0,0,92.0,96.0,92.0
BG,2018,75.0,78.6,71.5,52.0,Bulgaria,20.1,33.8,BGR,92,93,0,7.3434248,689.90539551,5.82203361005485,0,4130,0,11.53 ,37.0,0.0,0,92.0,96.0,85.0
BG,2019,75.1,78.8,71.6,53.0,Bulgaria,19.6,30.4,BGR,93,95,0,7.12611389,697.8963623,5.61085727989368,0,4160,0,11.18 ,37.1,0.0,0,93.0,96.0,93.0
BG,2020,73.6,77.5,70.0,55.0,Bulgaria,0.0,0.0,BGR,91,88,0,0,0,0,0,0,0,0,0.0,0.0,0,91.0,97.0,91.0
BG,2021,71.4,75.1,68.1,57.0,Bulgaria,0.0,0.0,BGR,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CH,2010,82.7,84.9,80.3,165.0,Switzerland,0.0,20.3,CHE,95,92,0,9.94159698,7705.17578125,5.7777028569243,378,2560,2277,10.01 ,23.3,1611.23500886904,15.3 ,96.0,0.0,0.0
CH,2011,82.8,85.0,80.5,167.0,Switzerland,0.0,21.3,CHE,96,93,0,10.0191288,9191.95898438,5.2057541375837,0,2510,0,9.99 ,0.0,1608.30928393012,15.5 ,96.0,0.0,0.0
CH,2012,82.8,84.9,80.6,170.0,Switzerland,0.0,18.4,CHE,96,93,0,10.24875641,8917.11914063,5.31708634897664,0,2460,0,9.87 ,0.0,1592.56354785703,15.8 ,96.0,0.0,0.0
CH,2013,82.9,85.0,80.7,171.0,Switzerland,0.0,18.9,CHE,96,93,0,10.46214485,9275.79882813,5.38115179883478,0,2480,0,9.74 ,0.0,1572.68872051852,16.1 ,96.0,0.0,0.0
CH,2014,83.3,85.4,81.1,171.0,Switzerland,0.0,0.0,CHE,96,94,0,10.61642265,9578.64550781,4.8591655248048,0,2450,0,9.62 ,0.0,1564.47038560536,16.3 ,96.0,0.0,0.0
CH,2015,83.0,85.1,80.8,171.0,Switzerland,11.3,17.4,CHE,96,94,0,11.00794983,9382.79101563,4.7196487770674,0,2440,0,9.62 ,23.1,1576.61996224313,16.6 ,96.0,0.0,0.0
CH,2016,83.7,85.6,81.7,166.0,Switzerland,10.1,15.0,CHE,96,94,0,11.30005455,9439.42480469,4.73765637657829,0,2450,0,9.28 ,0.0,1577.04416248937,16.9 ,96.0,0.0,0.0
CH,2017,83.7,85.6,81.6,160.0,Switzerland,10.0,15.3,CHE,96,95,0,11.48099899,9606.34960938,4.57888468817908,0,2440,0,9.16 ,0.0,1559.09025293729,0,96.0,0.0,69.0
CH,2018,83.8,85.7,81.9,158.0,Switzerland,11.1,15.4,CHE,96,95,0,11.37997055,9870.6640625,4.4019909898051,0,2410,0,9.17 ,23.0,1551.41571943214,0,96.0,0.0,69.0
CH,2019,84.0,85.8,82.1,153.0,Switzerland,9.2,13.6,CHE,96,95,0,11.29148102,9666.33789063,4.35904146198319,0,2420,0,9.41 ,23.0,1549.43467859147,0,96.0,0.0,69.0
CH,2020,83.1,85.1,81.0,154.0,Switzerland,0.0,0.0,CHE,96,97,0,0,0,0,0,0,0,0,0.0,1498.49979109325,0,96.0,0.0,72.0
CH,2021,84.0,85.9,81.9,155.0,Switzerland,0.0,0.0,CHE,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CY,2010,81.5,83.9,79.2,102.0,Cyprus,22.2,48.0,CYP,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CY,2011,81.2,83.1,79.3,97.0,Cyprus,23.2,35.7,CYP,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CY,2012,81.1,83.4,78.9,91.0,Cyprus,24.3,36.4,CYP,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CY,2013,82.5,85.0,80.1,84.0,Cyprus,17.0,37.3,CYP,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CY,2014,82.3,84.3,80.3,81.0,Cyprus,17.2,32.4,CYP,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CY,2015,81.8,83.7,79.9,83.0,Cyprus,17.2,34.9,CYP,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CY,2016,82.7,84.9,80.5,88.0,Cyprus,14.7,27.2,CYP,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CY,2017,82.2,84.2,80.2,90.0,Cyprus,14.7,29.2,CYP,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CY,2018,82.9,84.8,80.9,91.0,Cyprus,13.2,29.9,CYP,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CY,2019,82.3,84.4,80.3,93.0,Cyprus,13.4,26.0,CYP,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CY,2020,82.4,84.4,80.4,90.0,Cyprus,0.0,0.0,CYP,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CY,2021,81.8,83.9,79.8,91.0,Cyprus,0.0,0.0,CYP,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
CZ,2010,77.7,80.9,74.5,84.0,Czechia,22.8,29.9,CZE,99,98,0,6.87530422,1373.9317627,10.7165940611452,5,4550,3613,12.68 ,27.3,0.0,23.6 ,99.0,0.0,99.0
CZ,2011,78.0,81.1,74.8,84.0,Czechia,21.0,29.2,CZE,99,98,0,6.92782688,1516.55541992,10.4010178048188,0,4710,0,12.56 ,0.0,0.0,24 ,99.0,0.0,99.0
CZ,2012,78.1,81.2,75.1,84.0,Czechia,19.2,27.2,CZE,99,98,0,6.97858715,1387.40600586,10.091539280351,0,5140,0,12.83 ,0.0,0.0,24.5 ,99.0,0.0,99.0
CZ,2013,78.3,81.3,75.2,86.0,Czechia,20.2,27.6,CZE,98,99,0,7.7224946,1554.5090332,9.62025725850339,0,4980,0,12.54 ,0.0,0.0,24.7 ,99.0,0.0,99.0
CZ,2014,78.9,82.0,75.8,88.0,Czechia,19.1,27.8,CZE,97,99,0,7.59677219,1512.92614746,9.26430284305406,0,5100,0,12.75 ,0.0,0.0,25 ,99.0,0.0,99.0
CZ,2015,78.7,81.6,75.7,89.0,Czechia,17.4,24.3,CZE,97,99,0,7.19641542,1284.04675293,9.4006680021085,0,5550,0,12.76 ,26.9,0.0,25.2 ,97.0,0.0,97.0
CZ,2016,79.1,82.1,76.1,89.0,Czechia,18.1,22.6,CZE,96,98,0,7.10655022,1321.62023926,9.62775004201401,0,5580,0,12.92 ,0.0,0.0,25.4 ,96.0,0.0,96.0
CZ,2017,79.1,82.0,76.1,91.0,Czechia,18.4,23.9,CZE,96,97,0,7.14152622,1475.9152832,9.61164734090237,0,5280,0,12.73 ,0.0,0.0,0,94.0,0.0,94.0
CZ,2018,79.1,82.0,76.2,92.0,Czechia,19.5,25.8,CZE,97,96,0,7.52479792,1765.58862305,9.49206819894537,0,5140,0,12.73 ,26.7,0.0,0,96.0,0.0,96.0
CZ,2019,79.3,82.2,76.4,93.0,Czechia,14.4,20.3,CZE,97,92,0,7.83470726,1844.21777344,9.02278615795801,0,5320,0,12.73 ,26.5,0.0,0,97.0,0.0,97.0
CZ,2020,78.3,81.3,75.3,93.0,Czechia,0.0,0.0,CZE,97,94,0,0,0,0,0,0,0,0,0.0,0.0,0,96.0,0.0,96.0
CZ,2021,77.4,80.6,74.3,92.0,Czechia,0.0,0.0,CZE,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
DE,2010,80.5,83.0,78.0,121.0,Germany,17.4,22.9,DEU,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
DE,2011,80.6,83.1,77.9,124.0,Germany,17.1,22.8,DEU,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
DE,2012,80.7,83.1,78.1,124.0,Germany,14.3,19.8,DEU,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
DE,2013,80.6,83.0,78.1,125.0,Germany,14.6,20.4,DEU,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
DE,2014,81.2,83.6,78.7,127.0,Germany,15.1,20.3,DEU,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
DE,2015,80.7,83.1,78.3,124.0,Germany,13.4,18.9,DEU,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
DE,2016,81.0,83.5,78.6,125.0,Germany,12.9,17.8,DEU,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
DE,2017,81.1,83.4,78.7,124.0,Germany,12.8,17.6,DEU,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
DE,2018,81.0,83.3,78.6,124.0,Germany,13.1,18.8,DEU,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
DE,2019,81.3,83.7,79.0,121.0,Germany,10.9,16.1,DEU,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
DE,2020,81.1,83.5,78.7,123.0,Germany,0.0,0.0,DEU,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
DE,2021,80.9,0.0,0.0,120.0,Germany,0.0,0.0,DEU,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
DK,2010,79.3,81.4,77.2,131.0,Denmark,11.0,12.1,DNK,90,85,0,10.33315945,6011.53808594,8.67389123204855,36,4980,1693,10.27 ,24.2,1398.97933553883,15.5 ,90.0,0.0,0.0
DK,2011,79.9,81.9,77.8,129.0,Denmark,16.3,0.0,DNK,91,87,0,10.15291023,6281.00439453,7.73708668950354,0,4970,0,10.45 ,0.0,1412.80068596507,15.7 ,91.0,0.0,0.0
DK,2012,80.2,82.1,78.1,128.0,Denmark,11.1,17.4,DNK,94,90,0,10.24135303,6003.83056641,6.83528732540744,0,5000,0,9.23 ,0.0,1400.97237774206,16 ,94.0,0.0,0.0
DK,2013,80.4,82.4,78.3,130.0,Denmark,10.3,0.0,DNK,94,89,0,10.16958141,6236.55419922,7.11673784909108,0,4910,0,9.44 ,0.0,1402.70600024123,16.2 ,94.0,0.0,0.0
DK,2014,80.7,82.8,78.7,129.0,Denmark,12.4,18.7,DNK,94,90,0,10.17190456,6380.78466797,6.34715307409428,0,5090,0,9.55 ,0.0,1391.12569915217,16.5 ,94.0,0.0,0.0
DK,2015,80.8,82.7,78.8,128.0,Denmark,11.3,18.3,DNK,93,91,0,10.22716618,5469.33496094,5.92946275425465,0,5260,0,9.42 ,20.3,1379.93548011519,16.7 ,93.0,0.0,0.0
DK,2016,80.9,82.8,79.0,128.0,Denmark,10.0,15.1,DNK,94,94,0,10.14456177,5565.59326172,6.16619029904351,0,5240,0,9.51 ,0.0,1389.80435733225,17 ,94.0,0.0,0.0
DK,2017,81.1,83.1,79.2,130.0,Denmark,9.2,15.5,DNK,98,97,0,10.03963375,5800.15283203,5.74676773694188,0,5250,0,9.3 ,0.0,1383.85454646369,0,98.0,0.0,0.0
DK,2018,81.0,82.9,79.1,129.0,Denmark,12.0,18.3,DNK,97,95,0,10.0707159,6216.76855469,5.71834355284233,0,4880,0,9.32 ,18.1,1362.70325429809,0,97.0,0.0,0.0
DK,2019,81.5,83.5,79.5,126.0,Denmark,10.0,16.5,DNK,97,96,0,9.95583057,6003.32519531,5.10798850907958,0,5170,0,9.16 ,17.8,1359.80330331394,0,97.0,0.0,0.0
DK,2020,81.6,83.6,79.7,133.0,Denmark,0.0,0.0,DNK,97,94,0,0,0,0,0,0,0,0,0.0,1327.69437014534,0,97.0,0.0,0.0
DK,2021,81.4,83.3,79.6,133.0,Denmark,0.0,0.0,DNK,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
EE,2010,76.0,80.8,70.9,66.0,Estonia,7.6,15.0,EST,94,95,0,6.27124023,926.4541626,14.2698886573161,2,1310,58,14.97 ,26.4,1765.0,17.9 ,94.0,97.0,94.0
EE,2011,76.6,81.3,71.4,71.0,Estonia,6.9,12.6,EST,93,94,0,5.7667613,1015.96826172,13.6880113333222,0,1320,0,16.27 ,0.0,1806.0,18.3 ,93.0,99.0,94.0
EE,2012,76.7,81.5,71.4,74.0,Estonia,7.8,12.9,EST,94,94,0,5.79034519,1013.31420898,12.7693736048558,0,1350,0,16.96 ,0.0,1775.0,18.7 ,94.0,97.0,94.0
EE,2013,77.5,81.7,72.8,76.0,Estonia,8.1,14.0,EST,94,94,0,5.97791481,1144.64685059,14.6586067303827,0,1370,0,17.75 ,0.0,1761.0,19.1 ,94.0,96.0,93.0
EE,2014,77.4,81.9,72.4,78.0,Estonia,8.6,15.4,EST,93,93,0,6.08077621,1238.92700195,13.6473080298184,0,1400,0,17.29 ,0.0,1757.0,19.5 ,93.0,95.0,93.0
EE,2015,78.0,82.2,73.2,76.0,Estonia,6.7,13.4,EST,93,93,0,6.34629202,1112.9140625,11.8138340162801,0,1420,0,16.72 ,24.7,1756.0,19.9 ,93.0,95.0,91.0
EE,2016,78.0,82.2,73.3,77.0,Estonia,5.4,12.3,EST,93,93,0,6.42956781,1186.1027832,12.1523949650918,0,1360,0,15.61 ,0.0,1747.34174469383,20.3 ,93.0,95.0,93.0
EE,2017,78.4,82.6,73.8,79.0,Estonia,5.3,10.7,EST,93,93,0,6.59183788,1350.38061523,12.68422804928,0,1400,0,13.08 ,0.0,1756.50539146946,0,93.0,94.0,92.0
EE,2018,78.5,82.7,74.0,82.0,Estonia,6.3,13.3,EST,92,87,0,6.68642807,1552.63244629,11.5887036573437,0,1390,0,10.81 ,23.7,1688.10807335661,0,92.0,92.0,93.0
EE,2019,79.0,83.0,74.5,82.0,Estonia,4.8,10.8,EST,91,88,0,6.7304492,1598.81884766,7.67202927819305,0,1400,0,11.65 ,23.5,1675.58538555173,0,91.0,92.0,91.0
EE,2020,78.9,83.0,74.4,86.0,Estonia,0.0,0.0,EST,91,91,0,0,0,0,0,0,0,0,0.0,1623.39465431459,0,91.0,91.0,90.0
EE,2021,76.9,81.3,72.4,89.0,Estonia,0.0,0.0,EST,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
EL,2010,80.6,83.3,78.0,85.0,Greece,0.0,33.4,GRC,99,99,0,9.59662342,2564.36938477,7.87494977728448,99,5350,1204,8.33 ,36.7,1711.86163174536,20.9 ,99.0,0.0,95.0
EL,2011,80.8,83.6,78.0,75.0,Greece,17.0,26.4,GRC,99,99,0,9.19330311,2338.91503906,7.61375705008733,0,5900,0,7.48 ,0.0,1726.19239762868,21.4 ,99.0,0.0,95.0
EL,2012,80.7,83.4,78.0,71.0,Greece,18.4,30.0,GRC,99,99,0,8.92377281,1948.24853516,7.25123735394112,0,5100,0,7.62 ,0.0,1737.00433448151,22 ,99.0,0.0,98.0
EL,2013,81.4,84.0,78.7,72.0,Greece,10.0,34.4,GRC,99,99,0,8.36682224,1813.87792969,6.60999622870309,0,4800,0,7.55 ,0.0,1735.88807014703,22.5 ,99.0,0.0,98.0
EL,2014,81.5,84.1,78.8,72.0,Greece,0.0,25.8,GRC,99,97,0,7.90779018,1705.11450195,6.38517866075752,0,4670,0,7.06 ,0.0,1707.26885576668,23 ,99.0,0.0,96.0
EL,2015,81.1,83.7,78.5,70.0,Greece,16.4,26.5,GRC,99,97,0,8.06892395,1452.05200195,6.28506953972522,0,4490,0,6.68 ,33.5,1706.06073998713,23.6 ,99.0,0.0,96.0
EL,2016,81.5,84.0,78.9,68.0,Greece,14.7,29.0,GRC,99,97,0,8.32109451,1488.19812012,6.20361714727342,0,4470,0,6.68 ,0.0,1726.70086592117,24.2 ,99.0,0.0,96.0
EL,2017,81.4,83.9,78.8,67.0,Greece,13.5,25.3,GRC,99,97,0,8.10309219,1505.94592285,6.21125028945613,0,4530,0,6.67 ,0.0,1714.91964545261,0,99.0,0.0,96.0
EL,2018,81.9,84.4,79.3,66.0,Greece,13.4,27.1,GRC,99,97,0,7.95876884,1572.6842041,6.05801840018985,0,4330,0,6.45 ,31.9,1734.15069827828,0,99.0,0.0,96.0
EL,2019,81.7,84.2,79.2,66.0,Greece,14.1,27.5,GRC,99,97,0,7.83788586,1500.5949707,5.59618906985928,0,4270,0,6.33 ,31.2,1707.39782053852,0,99.0,0.0,96.0
EL,2020,81.4,83.9,78.8,62.0,Greece,0.0,0.0,GRC,99,97,0,0,0,0,0,0,0,0,0.0,1540.29065063591,0,99.0,0.0,96.0
EL,2021,80.3,83.0,77.5,64.0,Greece,0.0,0.0,GRC,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
ES,2010,82.4,85.5,79.2,96.0,Spain,12.4,23.9,ESP,97,95,0,9.1185751,2789.53393555,5.86664242575026,944,20700,9968,8.94 ,27.9,1644.0,21.4 ,97.0,0.0,97.0
ES,2011,82.6,85.6,79.5,93.0,Spain,12.9,23.2,ESP,97,97,0,9.16859245,2909.11767578,5.87043562968744,0,19650,0,8.74 ,0.0,1645.0,21.7 ,97.0,0.0,97.0
ES,2012,82.5,85.5,79.5,91.0,Spain,13.7,24.8,ESP,96,97,0,9.15699196,2591.01611328,5.75694679369718,0,19000,0,8.6 ,0.0,1626.0,21.9 ,96.0,0.0,96.0
ES,2013,83.2,86.1,80.2,90.0,Spain,10.7,19.9,ESP,96,95,0,9.06737709,2629.60546875,5.20827462861938,0,19560,0,8.55 ,0.0,1612.0,22.1 ,96.0,0.0,95.0
