geo,time_period,life_expectancy_total,life_expectancy_female,life_expectancy_male,gdp,country,pm2_5,pm10,loc_code,dpt,measles,tetanus,current_health_expenditure,current_health_expenditure_per_capita,co2_metric_tons_per_capita,sf6_metric_tons,nitrous_oxide_metric_tons,hfc_metric_tons,alcohol,tobacco,working_hours,bmi_over30,polio,bcg,hepb
MK,2018,76.7,78.8,74.6,38.0,North Macedonia,0.0,0.0,MKD,92,75,0,6.55475044,399.09707642,3.51601021990228,0,560,0,0,0.0,0.0,0,0.0,0.0,0.0
MK,2019,76.6,78.6,74.7,38.0,North Macedonia,0.0,0.0,MKD,92,75,0,7.25409985,436.88717651,3.99673721344351,0,540,0,0,0.0,0.0,0,0.0,0.0,0.0
MK,2020,74.4,76.7,72.2,38.0,North Macedonia,0.0,0.0,MKD,84,63,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
MK,2021,0.0,0.0,0.0,42.0,North Macedonia,0.0,0.0,MKD,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
MT,2010,81.5,83.6,79.3,87.0,Malta,0.0,0.0,MLT,76,73,0,7.95211124,1733.66882324,6.24837135632921,0,60,173,6.99 ,23.9,0.0,26.2 ,76.0,0.0,75.0
MT,2011,80.9,83.0,78.6,84.0,Malta,0.0,0.0,MLT,96,84,0,8.4481411,1960.06115723,6.17390703403288,0,50,0,6.89 ,0.0,0.0,26.7 ,96.0,0.0,82.0
MT,2012,80.9,83.0,78.6,87.0,Malta,0.0,0.0,MLT,99,93,0,8.37802982,1898.60144043,6.47575882705493,0,60,0,7.18 ,0.0,0.0,27.1 ,99.0,0.0,93.0
MT,2013,81.9,84.0,79.6,90.0,Malta,0.0,0.0,MLT,99,99,0,8.49665737,2121.08227539,5.56381101249411,0,70,0,7.32 ,0.0,0.0,27.6 ,99.0,0.0,94.0
MT,2014,82.1,84.3,79.9,93.0,Malta,0.0,0.0,MLT,99,98,0,9.08505249,2456.43481445,5.43080531274497,0,70,0,7.14 ,0.0,0.0,28.1 ,99.0,0.0,90.0
MT,2015,82.0,84.1,79.8,98.0,Malta,0.0,0.0,MLT,97,89,0,8.89759541,2243.46704102,3.72989276922389,0,70,0,7.37 ,22.8,0.0,28.3 ,97.0,0.0,95.0
MT,2016,82.6,84.4,80.6,98.0,Malta,0.0,0.0,MLT,97,93,0,8.94369507,2321.15332031,2.96471337556079,0,60,0,7.59 ,0.0,0.0,28.5 ,97.0,0.0,97.0
MT,2017,82.4,84.6,80.2,102.0,Malta,0.0,0.0,MLT,98,91,0,8.89494133,2551.71606445,3.2478701470014,0,50,0,7.91 ,0.0,0.0,0,98.0,0.0,88.0
MT,2018,82.5,84.6,80.4,102.0,Malta,0.0,0.0,MLT,97,96,0,8.81080437,2753.51098633,3.19831614286421,0,50,0,7.95 ,22.1,0.0,0,97.0,0.0,98.0
MT,2019,82.9,84.6,81.2,103.0,Malta,0.0,0.0,MLT,98,96,0,8.21444321,2531.91088867,3.29324560594014,0,50,0,8.07 ,21.8,0.0,0,98.0,0.0,98.0
MT,2020,82.3,84.5,80.3,97.0,Malta,0.0,0.0,MLT,98,95,0,0,0,0,0,0,0,0,0.0,0.0,0,98.0,0.0,98.0
MT,2021,82.9,84.5,81.3,100.0,Malta,0.0,0.0,MLT,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
NL,2010,81.0,83.0,78.9,137.0,Netherlands,17.1,24.7,NLD,97,96,0,10.15515518,5191.72802734,10.2982812571494,159,8350,4612,9.34 ,25.0,1356.632553738,17.4 ,97.0,0.0,0.0
NL,2011,81.3,83.1,79.4,135.0,Netherlands,16.8,25.3,NLD,97,96,0,10.23353291,5562.09619141,9.51113044083199,0,8210,0,8.95 ,0.0,1358.15515851693,18 ,97.0,0.0,20.0
NL,2012,81.2,83.0,79.3,135.0,Netherlands,13.5,21.2,NLD,97,96,0,10.53905964,5284.68652344,9.39840992899316,0,8290,0,9 ,0.0,1348.14418918919,18.5 ,97.0,0.0,20.0
NL,2013,81.4,83.2,79.5,137.0,Netherlands,14.0,21.2,NLD,97,96,0,10.5835619,5532.68701172,9.34812889468034,0,8200,0,8.59 ,0.0,1352.79590996431,19 ,97.0,0.0,51.0
NL,2014,81.8,83.5,80.0,133.0,Netherlands,13.9,21.2,NLD,96,96,0,10.56706905,5601.90234375,8.88170306744788,0,8500,0,8.38 ,0.0,1362.25383022774,19.3 ,96.0,0.0,94.0
NL,2015,81.6,83.2,79.9,131.0,Netherlands,12.7,19.7,NLD,95,95,0,10.32393837,4676.56201172,9.29225024589008,0,8830,0,8.3 ,22.2,1355.84360902256,19.7 ,95.0,0.0,94.0
NL,2016,81.7,83.2,80.0,129.0,Netherlands,11.2,19.0,NLD,95,94,0,10.2942524,4753.67431641,9.30928186562696,0,8600,0,8.29 ,0.0,1365.71892255892,20 ,95.0,0.0,93.0
NL,2017,81.8,83.4,80.2,129.0,Netherlands,11.3,19.2,NLD,94,93,0,10.1082983,4934.57519531,9.09213141299035,0,8400,0,8.31 ,0.0,1364.22783978989,0,94.0,0.0,92.0
NL,2018,81.9,83.4,80.3,129.0,Netherlands,11.8,20.2,NLD,93,93,0,10.0318222,5336.984375,8.78385000800575,0,7960,0,8.33 ,20.8,1363.94065092534,0,93.0,0.0,92.0
NL,2019,82.2,83.7,80.6,127.0,Netherlands,10.4,19.1,NLD,94,94,0,10.13031101,5335.30126953,8.43707462722941,0,8120,0,8.23 ,20.3,1369.56903661127,0,94.0,0.0,92.0
NL,2020,81.4,83.1,79.7,130.0,Netherlands,0.0,0.0,NLD,94,94,0,0,0,0,0,0,0,0,0.0,1337.95640085935,0,94.0,0.0,93.0
NL,2021,81.5,83.1,79.9,130.0,Netherlands,0.0,0.0,NLD,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
NO,2010,81.2,83.3,79.0,177.0,Norway,11.2,19.7,NOR,93,93,0,8.90553188,7859.51611328,8.46959818136028,157,3330,465,6.59 ,25.8,1429.8,20.2 ,93.0,0.0,0.0
NO,2011,81.4,83.6,79.1,181.0,Norway,10.2,19.6,NOR,94,93,0,8.78868103,8900.37207031,7.9950120963167,0,3300,0,6.44 ,0.0,1434.7,20.8 ,94.0,0.0,0.0
NO,2012,81.5,83.5,79.5,188.0,Norway,9.5,16.0,NOR,95,94,0,8.77787876,8970.12011719,7.66951116950312,0,3290,0,6.21 ,0.0,1431.1,21.1 ,95.0,0.0,0.0
NO,2013,81.8,83.8,79.8,187.0,Norway,9.2,16.7,NOR,94,93,0,8.92953396,9241.265625,7.77616764078752,0,3280,0,6.21 ,0.0,1421.3,21.5 ,94.0,0.0,0.0
NO,2014,82.2,84.2,80.1,179.0,Norway,8.5,15.1,NOR,93,94,0,9.34493351,9118.31738281,7.61304932507459,0,3330,0,6.06 ,0.0,1424.1,21.8 ,93.0,0.0,0.0
NO,2015,82.4,84.2,80.5,159.0,Norway,7.6,13.9,NOR,95,95,0,10.13146877,7565.54980469,7.61090629497798,0,3350,0,5.97 ,19.7,1426.6,22.2 ,95.0,0.0,0.0
NO,2016,82.5,84.2,80.7,146.0,Norway,7.9,13.1,NOR,96,96,0,10.59129524,7496.76855469,7.40469149534718,0,3380,0,6.03 ,0.0,1430.0,22.5 ,96.0,0.0,0.0
NO,2017,82.7,84.3,81.0,151.0,Norway,7.0,11.6,NOR,96,96,0,10.31589031,7815.78662109,7.14804433544094,0,3390,0,6 ,0.0,1419.5,0,96.0,0.0,0.0
NO,2018,82.8,84.5,81.1,157.0,Norway,6.1,13.5,NOR,96,96,0,10.02394581,8271.85839844,7.07654265477615,0,3360,0,6.02 ,17.0,1419.2,0,96.0,0.0,0.0
NO,2019,83.0,84.7,81.3,147.0,Norway,6.5,11.8,NOR,97,97,0,10.52134705,8007.39794922,6.7222699848575,0,3400,0,6.05 ,16.2,1418.6,0,97.0,0.0,96.0
NO,2020,83.3,84.9,81.6,142.0,Norway,0.0,0.0,NOR,97,97,0,0,0,0,0,0,0,0,0.0,1410.7,0,97.0,0.0,97.0
NO,2021,83.2,84.7,81.7,167.0,Norway,0.0,0.0,NOR,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
PL,2010,76.4,80.7,72.2,63.0,Poland,30.5,39.7,POL,99,98,0,6.41223288,809.19940186,8.24702807670685,273,21560,2036,10.07 ,25.9,1741.11909662022,20.6 ,96.0,93.0,98.0
PL,2011,76.8,81.1,72.5,65.0,Poland,27.6,39.7,POL,99,98,0,6.2400856,866.09466553,8.1598380469009,0,21250,0,10.24 ,0.0,1734.20058813755,20.9 ,96.0,94.0,98.0
PL,2012,76.9,81.1,72.6,67.0,Poland,27.0,37.4,POL,99,98,0,6.22393656,815.1418457,7.96964766522079,0,21680,0,10.21 ,0.0,1725.85888828628,21.2 ,95.0,94.0,97.0
PL,2013,77.1,81.2,73.0,67.0,Poland,25.5,33.7,POL,99,98,0,6.41485739,878.08850098,7.84170480596286,0,20800,0,10.8 ,0.0,1721.32434228409,21.4 ,95.0,93.0,96.0
PL,2014,77.8,81.7,73.7,67.0,Poland,26.1,35.1,POL,98,97,0,6.38664055,911.29815674,7.51688948127014,0,20290,0,10.45 ,0.0,1726.44764482295,21.7 ,94.0,92.0,96.0
PL,2015,77.5,81.6,73.5,69.0,Poland,23.8,33.0,POL,98,96,0,6.39477158,803.95965576,7.61008927540369,0,20500,0,10.47 ,22.8,1733.11170838418,21.9 ,92.0,94.0,96.0
PL,2016,78.0,82.0,73.9,69.0,Poland,23.3,31.3,POL,98,96,0,6.53473806,813.47277832,7.895688724468,0,21420,0,10.43 ,0.0,1733.61649435009,22.2 ,92.0,93.0,95.0
PL,2017,77.8,81.8,73.9,69.0,Poland,24.1,32.5,POL,96,94,0,6.5601325,909.57818604,8.23861537513202,0,21500,0,10.53 ,0.0,1717.54481668099,0,90.0,92.0,93.0
PL,2018,77.7,81.7,73.7,71.0,Poland,24.3,33.2,POL,95,93,0,6.32764196,978.73565674,8.21361572260802,0,21400,0,10.62 ,21.2,1696.86553670826,0,87.0,92.0,91.0
PL,2019,78.0,81.9,74.1,73.0,Poland,19.3,27.0,POL,95,93,0,6.44682503,1014.03820801,7.77364183861292,0,21680,0,10.96 ,20.7,1691.84160750055,0,87.0,92.0,91.0
PL,2020,76.5,80.7,72.5,76.0,Poland,0.0,0.0,POL,90,80,0,0,0,0,0,0,0,0,0.0,1685.24906560123,0,91.0,91.0,90.0
PL,2021,75.6,79.7,71.7,77.0,Poland,0.0,0.0,POL,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
PT,2010,80.1,83.2,76.8,83.0,Portugal,8.8,25.3,PRT,98,96,0,10.03250504,2259.30371094,4.81788677178018,161,3360,1052,11.26 ,17.4,1710.43342741605,17 ,97.0,96.0,97.0
PT,2011,80.7,83.8,77.3,78.0,Portugal,10.7,26.8,PRT,97,97,0,9.73071671,2255.96923828,4.72362922227151,0,3090,0,10.86 ,0.0,1688.21416739058,17.5 ,97.0,97.0,97.0
PT,2012,80.6,83.6,77.3,76.0,Portugal,9.2,22.1,PRT,98,97,0,9.65393162,1980.01867676,4.58589791923714,0,3100,0,9.76 ,0.0,1676.56340725661,18.1 ,98.0,99.0,98.0
PT,2013,80.9,84.0,77.6,77.0,Portugal,5.5,22.5,PRT,98,98,0,9.40486622,2030.63012695,4.45239436903052,0,3110,0,9.52 ,0.0,1689.0951715416,18.6 ,98.0,99.0,98.0
PT,2014,81.3,84.4,78.0,77.0,Portugal,10.0,19.3,PRT,98,98,0,9.34288025,2059.92651367,4.41589525234787,0,3240,0,10.2 ,0.0,1697.59072929647,19.2 ,98.0,99.0,98.0
PT,2015,81.3,84.3,78.1,78.0,Portugal,10.3,20.1,PRT,98,98,0,9.31645775,1790.53405762,4.81266969600543,0,3230,0,10.34 ,18.7,1696.65018832152,19.8 ,98.0,32.0,98.0
PT,2016,81.3,84.3,78.1,78.0,Portugal,10.1,18.2,PRT,98,98,0,9.39439583,1875.2421875,4.72231126749059,0,3170,0,10.37 ,0.0,1697.90306955148,20.3 ,98.0,0.0,98.0
PT,2017,81.6,84.6,78.4,77.0,Portugal,12.0,18.5,PRT,98,98,0,9.30583763,1998.06469727,5.17751927915252,0,3270,0,10.37 ,0.0,1690.19752930912,0,98.0,0.0,98.0
PT,2018,81.5,84.5,78.3,78.0,Portugal,10.8,18.8,PRT,99,99,0,9.4126482,2216.30664063,4.81338552923222,0,2950,0,10.37 ,19.7,1697.44862690842,0,99.0,0.0,98.0
PT,2019,81.9,84.8,78.7,79.0,Portugal,9.1,18.6,PRT,99,99,0,9.53145981,2221.43920898,4.33976842606964,0,2980,0,10.37 ,20.0,1698.80342495958,0,99.0,0.0,98.0
PT,2020,81.1,84.1,78.0,76.0,Portugal,0.0,0.0,PRT,99,99,0,0,0,0,0,0,0,0,0.0,1574.4852779917,0,99.0,0.0,99.0
PT,2021,81.2,84.3,78.0,75.0,Portugal,0.0,0.0,PRT,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
RO,2010,73.7,77.7,70.0,53.0,Romania,19.1,34.9,ROU,94,95,0,5.76614237,472.20751953,3.83367892977547,2,9190,758,10.01 ,21.6,0.0,19.7 ,94.0,99.0,98.0
RO,2011,74.4,78.2,70.8,55.0,Romania,19.5,39.1,ROU,89,93,0,4.70199966,426.59973145,4.17222388565951,0,9110,0,9.58 ,0.0,0.0,20 ,89.0,99.0,96.0
RO,2012,74.4,78.1,70.9,57.0,Romania,19.4,33.3,ROU,91,94,0,4.73353195,401.67105103,4.08065887182474,0,8380,0,9.66 ,0.0,0.0,20.3 ,92.0,99.0,96.0
RO,2013,75.1,78.7,71.6,55.0,Romania,15.5,28.1,ROU,92,92,0,5.19664145,495.23623657,3.60744114403132,0,8580,0,9.65 ,0.0,0.0,20.6 ,88.0,98.0,96.0
RO,2014,75.0,78.7,71.3,56.0,Romania,13.9,24.9,ROU,94,89,0,5.02168465,503.34753418,3.59335357757559,0,8310,0,9.48 ,0.0,0.0,20.9 ,94.0,98.0,94.0
RO,2015,74.9,78.6,71.4,57.0,Romania,17.1,27.7,ROU,89,86,0,4.94721556,442.24038696,3.70011205782471,0,8530,0,9.45 ,20.8,0.0,21.3 ,89.0,98.0,90.0
RO,2016,75.2,79.0,71.6,59.0,Romania,17.2,23.4,ROU,89,86,0,5.00346899,476.24505615,3.63359182666089,0,8630,0,9.57 ,0.0,0.0,21.6 ,89.0,84.0,90.0
RO,2017,75.2,79.0,71.6,63.0,Romania,20.4,26.6,ROU,82,86,0,5.1508317,555.11309814,3.78840567563889,0,8890,0,10.14 ,0.0,0.0,0,82.0,97.0,92.0
RO,2018,75.3,79.2,71.7,66.0,Romania,20.0,26.4,ROU,86,90,0,5.56050777,687.15411377,3.86105156993701,0,8950,0,10.96 ,20.4,0.0,0,86.0,96.0,93.0
RO,2019,75.6,79.5,71.9,70.0,Romania,16.4,25.6,ROU,88,90,0,5.74447823,738.5581665,3.81743447683141,0,8940,0,10.96 ,20.2,0.0,0,88.0,96.0,90.0
RO,2020,74.2,78.3,70.4,73.0,Romania,0.0,0.0,ROU,87,87,0,0,0,0,0,0,0,0,0.0,0.0,0,87.0,97.0,87.0
RO,2021,72.9,76.7,69.4,74.0,Romania,0.0,0.0,ROU,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
RS,2010,74.4,77.0,71.8,39.0,Serbia,0.0,0.0,SRB,91,95,0,9.52071667,545.33380127,6.45963270803187,0,4260,7204,8.87 ,39.1,0.0,18.2 ,91.0,99.0,89.0
RS,2011,74.6,77.2,72.0,40.0,Serbia,0.0,0.0,SRB,94,93,0,9.10749245,618.89422607,7.08173879597671,0,4380,0,8.55 ,0.0,0.0,18.6 ,94.0,99.0,94.0
RS,2012,74.9,77.5,72.3,40.0,Serbia,0.0,0.0,SRB,91,87,0,9.32176399,559.90539551,6.3605377349801,0,4880,0,8.78 ,0.0,0.0,19.1 ,93.0,98.0,97.0
RS,2013,75.3,77.9,72.6,41.0,Serbia,0.0,0.0,SRB,95,92,0,9.30588913,627.53302002,6.48648031899791,0,4890,0,7.94 ,0.0,0.0,19.6 ,97.0,97.0,91.0
RS,2014,75.4,78.0,72.8,40.0,Serbia,0.0,0.0,SRB,93,86,0,9.23958969,608.85858154,5.46379410085142,0,4140,0,7.19 ,0.0,0.0,20.1 ,93.0,98.0,92.0
RS,2015,75.3,77.9,72.8,39.0,Serbia,0.0,0.0,SRB,95,86,0,8.8132,491.25177002,6.39711758895163,0,3910,0,7.2 ,39.1,0.0,20.6 ,95.0,98.0,94.0
RS,2016,75.7,78.3,73.2,39.0,Serbia,0.0,0.0,SRB,92,82,0,8.4589138,486.42944336,6.60496913174049,0,4260,0,7.31 ,0.0,0.0,21.1 ,93.0,98.0,91.0
RS,2017,75.6,78.1,73.1,39.0,Serbia,0.0,0.0,SRB,95,86,0,8.22039318,515.84588623,6.7427656495243,0,3950,0,7.4 ,0.0,0.0,0,95.0,97.0,93.0
RS,2018,75.9,78.4,73.5,40.0,Serbia,0.0,0.0,SRB,96,92,0,8.5316782,617.08654785,6.60641804520422,0,3480,0,7.62 ,39.0,0.0,0,96.0,98.0,91.0
RS,2019,76.0,78.6,73.4,41.0,Serbia,0.0,0.0,SRB,97,87,0,8.67206478,641.02502441,6.61604693907974,0,3950,0,7.45 ,39.0,0.0,0,97.0,98.0,94.0
RS,2020,74.5,77.5,71.6,43.0,Serbia,0.0,0.0,SRB,92,78,0,0,0,0,0,0,0,0,0.0,0.0,0,92.0,98.0,87.0
RS,2021,0.0,0.0,0.0,44.0,Serbia,0.0,0.0,SRB,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
SE,2010,81.6,83.6,79.6,128.0,Sweden,7.4,14.0,SWE,98,97,0,8.31963825,4416.14550781,5.13215551466415,166,5430,1593,7.38 ,26.7,1483.01758914872,16.4 ,98.0,23.0,0.0
SE,2011,81.9,83.8,79.9,130.0,Sweden,7.8,16.0,SWE,98,97,0,10.41646767,6351.21679688,4.71785341605218,0,5190,0,7.31 ,0.0,1483.8625893551,16.7 ,98.0,23.0,29.0
SE,2012,81.8,83.6,79.9,130.0,Sweden,6.0,14.1,SWE,98,98,0,10.73515224,6254.44238281,4.42676161159845,0,5110,0,7.23 ,0.0,1471.37194201233,16.9 ,98.0,24.0,30.0
SE,2013,82.0,83.8,80.2,128.0,Sweden,5.2,14.9,SWE,98,97,0,10.9049139,6696.87207031,4.22275005138102,0,5140,0,7.32 ,0.0,1462.89289906718,17.2 ,98.0,27.0,35.0
SE,2014,82.3,84.2,80.4,127.0,Sweden,7.4,13.5,SWE,97,97,0,10.9479475,6605.91162109,4.0304825162931,0,5350,0,7.2 ,0.0,1464.35975425907,17.5 ,97.0,26.0,42.0
SE,2015,82.2,84.1,80.4,128.0,Sweden,6.1,12.2,SWE,98,98,0,10.80418396,5598.68164063,3.99931163942689,0,5440,0,7.13 ,22.1,1465.87117288071,17.8 ,98.0,24.0,53.0
SE,2016,82.4,84.1,80.6,124.0,Sweden,5.6,12.3,SWE,98,97,0,10.85240364,5680.72558594,3.90805871150926,0,5460,0,7.15 ,0.0,1478.11109158103,18.1 ,98.0,26.0,67.0
SE,2017,82.5,84.1,80.8,122.0,Sweden,5.4,11.8,SWE,97,97,0,10.78509998,5837.77050781,3.8070342652491,0,5660,0,7.04 ,0.0,1466.70910516774,0,97.0,25.0,76.0
SE,2018,82.6,84.3,80.9,120.0,Sweden,6.2,13.1,SWE,97,97,0,10.94106293,6005.06591797,3.53899174224082,0,5440,0,7.2 ,19.6,1466.18058667684,0,97.0,26.0,92.0
SE,2019,83.2,84.8,81.5,119.0,Sweden,5.8,12.3,SWE,98,97,0,10.86749268,5671.38574219,3.4050379189887,0,5640,0,7.1 ,19.0,1453.42360181864,0,98.0,25.0,97.0
SE,2020,82.4,84.2,80.6,122.0,Sweden,0.0,0.0,SWE,97,97,0,0,0,0,0,0,0,0,0.0,1426.15544289783,0,97.0,26.0,97.0
SE,2021,83.2,85.0,81.4,123.0,Sweden,0.0,0.0,SWE,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
SI,2010,79.8,83.1,76.4,85.0,Slovenia,21.8,28.2,SVN,96,95,0,8.56503296,2017.14660645,7.70288522992293,2,820,539,10.33 ,21.3,1636.0,16.8 ,96.0,0.0,0.0
SI,2011,80.1,83.3,76.8,84.0,Slovenia,24.1,31.0,SVN,96,96,0,8.53639603,2147.80517578,7.64793011899356,0,830,0,10.61 ,0.0,1622.0,17.2 ,96.0,0.0,0.0
SI,2012,80.3,83.3,77.1,83.0,Slovenia,20.4,25.4,SVN,96,95,0,8.71509933,1974.85400391,7.34994226773871,0,820,0,10.95 ,0.0,1600.0,17.6 ,96.0,0.0,0.0
SI,2013,80.5,83.6,77.2,83.0,Slovenia,20.1,24.9,SVN,95,94,0,8.74028301,2055.38134766,7.06326804093826,0,790,0,9.53 ,0.0,1619.0,18.1 ,95.0,0.0,0.0
SI,2014,81.2,84.1,78.2,83.0,Slovenia,17.5,22.5,SVN,95,94,0,8.50197506,2062.38476563,6.35796644811162,0,790,0,10.92 ,0.0,1633.0,18.5 ,95.0,0.0,0.0
SI,2015,80.9,83.9,77.8,83.0,Slovenia,21.6,27.7,SVN,95,94,0,8.49823952,1775.86083984,6.36772616613116,0,800,0,11.49 ,20.4,1644.0,18.9 ,95.0,0.0,0.0
SI,2016,81.2,84.3,78.2,84.0,Slovenia,21.6,25.6,SVN,94,92,0,8.4630394,1835.40734863,6.73109777841337,0,810,0,10.51 ,0.0,1603.0,19.4 ,94.0,0.0,0.0
SI,2017,81.2,84.0,78.2,86.0,Slovenia,19.7,24.8,SVN,94,93,0,8.18522835,1925.03479004,6.83317938623293,0,810,0,10.12 ,0.0,1576.0,0,94.0,0.0,0.0
SI,2018,81.5,84.4,78.5,87.0,Slovenia,18.3,24.1,SVN,93,93,0,8.27940369,2169.57910156,6.78433887885504,0,810,0,9.99 ,20.0,1559.0,0,93.0,0.0,0.0
SI,2019,81.6,84.5,78.7,89.0,Slovenia,15.3,20.4,SVN,95,94,0,8.52386475,2219.10058594,6.51220937780615,0,810,0,11.05 ,19.8,1557.0,0,95.0,0.0,0.0
SI,2020,80.6,83.4,77.8,89.0,Slovenia,0.0,0.0,SVN,95,94,0,0,0,0,0,0,0,0,0.0,1474.0,0,95.0,0.0,0.0
SI,2021,80.9,84.0,77.9,90.0,Slovenia,0.0,0.0,SVN,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
SK,2010,75.6,79.3,71.8,77.0,Slovakia,22.8,29.6,SVK,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
SK,2011,76.1,79.8,72.3,76.0,Slovakia,26.7,34.4,SVK,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
SK,2012,76.3,79.9,72.5,77.0,Slovakia,22.7,28.9,SVK,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
SK,2013,76.6,80.1,72.9,78.0,Slovakia,0.0,0.0,SVK,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
SK,2014,77.0,80.5,73.3,78.0,Slovakia,18.0,24.5,SVK,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
SK,2015,76.7,80.2,73.1,79.0,Slovakia,19.0,23.9,SVK,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
SK,2016,77.3,80.7,73.8,73.0,Slovakia,14.7,20.7,SVK,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
SK,2017,77.3,80.7,73.8,71.0,Slovakia,17.5,24.2,SVK,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
SK,2018,77.4,80.8,73.9,70.0,Slovakia,16.9,24.8,SVK,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
SK,2019,77.8,81.2,74.3,71.0,Slovakia,13.8,21.0,SVK,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
SK,2020,77.0,80.4,73.5,72.0,Slovakia,0.0,0.0,SVK,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
SK,2021,74.8,78.3,71.3,69.0,Slovakia,0.0,0.0,SVK,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
TR,2010,76.8,79.4,74.2,53.0,Turkey,0.0,0.0,TUR,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
TR,2011,77.1,79.8,74.4,57.0,Turkey,0.0,0.0,TUR,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
TR,2012,77.6,80.5,74.8,59.0,Turkey,0.0,0.0,TUR,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
TR,2013,78.2,81.1,75.4,62.0,Turkey,0.0,0.0,TUR,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
TR,2014,78.1,80.9,75.4,65.0,Turkey,0.0,0.0,TUR,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
TR,2015,78.2,81.0,75.4,68.0,Turkey,0.0,0.0,TUR,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
TR,2016,78.1,81.0,75.4,66.0,Turkey,0.0,0.0,TUR,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
TR,2017,78.5,81.3,75.7,66.0,Turkey,0.0,0.0,TUR,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
TR,2018,78.9,81.6,76.2,63.0,Turkey,0.0,0.0,TUR,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
TR,2019,79.1,81.8,76.4,59.0,Turkey,0.0,0.0,TUR,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
TR,2020,0.0,0.0,0.0,61.0,Turkey,0.0,0.0,TUR,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
TR,2021,0.0,0.0,0.0,63.0,Turkey,0.0,0.0,TUR,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0
UK,2010,80.6,82.6,78.6,111.0,United Kingdom,13.6,17.8,GBR,94,89,0,9.83532333,3904.50708008,7.68628233356203,557,29010,13279,0,0.0,1470.68975819232,0,0.0,0.0,0.0
UK,2011,81.0,83.0,79.0,108.0,United Kingdom,14.6,21.7,GBR,95,90,0,9.84848499,4156.57714844,7.04391999055769,0,28050,0,0,0.0,1481.98827105935,0,0.0,0.0,0.0
UK,2012,81.0,82.8,79.1,110.0,United Kingdom,13.2,18.3,GBR,95,92,0,9.91419888,4222.08496094,7.34346028155944,0,27660,0,0,0.0,1500.75525719473,0,0.0,0.0,0.0
UK,2013,81.1,82.9,79.2,111.0,United Kingdom,12.9,17.9,GBR,95,93,0,9.97566223,4344.66845703,7.07581833313404,0,27670,0,0,0.0,1504.71171064181,0,0.0,0.0,0.0
UK,2014,81.4,83.2,79.5,111.0,United Kingdom,12.8,17.7,GBR,95,93,0,9.95041275,4740.11035156,6.4332077800625,0,28470,0,0,0.0,1511.55682689085,0,0.0,0.0,0.0
