geo,geo_label,TIME_PERIOD,OBS_VALUE,OBS_FLAG
UKH3,Essex,2013,81.9,
UKH3,Essex,2014,81.9,
UKH3,Essex,2015,81.6,
UKH3,Essex,2016,81.7,
UKH3,Essex,2017,81.7,
UKH3,Essex,2018,81.8,
UKH3,Essex,2019,,
UKH3,Essex,2020,,
UKI3,Inner London - West,2009,,
UKI3,Inner London - West,2010,,
UKI3,Inner London - West,2011,,
UKI3,Inner London - West,2012,,
UKI3,Inner London - West,2013,83.3,
UKI3,Inner London - West,2014,84,
UKI3,Inner London - West,2015,83.4,
UKI3,Inner London - West,2016,84.3,
UKI3,Inner London - West,2017,83.9,
UKI3,Inner London - West,2018,84.7,
UKI3,Inner London - West,2019,,
UKI3,Inner London - West,2020,,
UKI4,Inner London - East,2009,,
UKI4,Inner London - East,2010,,
UKI4,Inner London - East,2011,,
UKI4,Inner London - East,2012,,
UKI4,Inner London - East,2013,81.3,
UKI4,Inner London - East,2014,81.4,
UKI4,Inner London - East,2015,80.9,
UKI4,Inner London - East,2016,82.1,
UKI4,Inner London - East,2017,81.9,
UKI4,Inner London - East,2018,82,
UKI4,Inner London - East,2019,,
UKI4,Inner London - East,2020,,
UKI5,Outer London - East and North East,2009,,
UKI5,Outer London - East and North East,2010,,
UKI5,Outer London - East and North East,2011,,
UKI5,Outer London - East and North East,2012,,
UKI5,Outer London - East and North East,2013,81.9,
UKI5,Outer London - East and North East,2014,82.2,
UKI5,Outer London - East and North East,2015,81.6,
UKI5,Outer London - East and North East,2016,82.2,
UKI5,Outer London - East and North East,2017,82.3,
UKI5,Outer London - East and North East,2018,82.4,
UKI5,Outer London - East and North East,2019,,
UKI5,Outer London - East and North East,2020,,
UKI6,Outer London - South,2009,,
UKI6,Outer London - South,2010,,
UKI6,Outer London - South,2011,,
UKI6,Outer London - South,2012,,
UKI6,Outer London - South,2013,82.8,
UKI6,Outer London - South,2014,82.6,
UKI6,Outer London - South,2015,82.8,
UKI6,Outer London - South,2016,82.8,
UKI6,Outer London - South,2017,83.1,
UKI6,Outer London - South,2018,82.7,
UKI6,Outer London - South,2019,,
UKI6,Outer London - South,2020,,
UKI7,Outer London - West and North West,2009,,
UKI7,Outer London - West and North West,2010,,
UKI7,Outer London - West and North West,2011,,
UKI7,Outer London - West and North West,2012,,
UKI7,Outer London - West and North West,2013,83,
UKI7,Outer London - West and North West,2014,83.4,
UKI7,Outer London - West and North West,2015,82.8,
UKI7,Outer London - West and North West,2016,83.5,
UKI7,Outer London - West and North West,2017,83.7,
UKI7,Outer London - West and North West,2018,83.4,
UKI7,Outer London - West and North West,2019,,
UKI7,Outer London - West and North West,2020,,
UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",2009,81.9,
UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",2010,82.1,
UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",2011,82.4,
UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",2012,82.3,
UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",2013,82.4,
UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",2014,82.8,
UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",2015,82.8,
UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",2016,82.9,
UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",2017,82.9,
UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",2018,83.2,
UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",2019,,
UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",2020,,
UKJ2,"Surrey, East and West Sussex",2009,82.1,
UKJ2,"Surrey, East and West Sussex",2010,82.1,
UKJ2,"Surrey, East and West Sussex",2011,82.6,
UKJ2,"Surrey, East and West Sussex",2012,82.5,
UKJ2,"Surrey, East and West Sussex",2013,82.6,
UKJ2,"Surrey, East and West Sussex",2014,82.9,
UKJ2,"Surrey, East and West Sussex",2015,82.5,
UKJ2,"Surrey, East and West Sussex",2016,82.7,
UKJ2,"Surrey, East and West Sussex",2017,82.8,
UKJ2,"Surrey, East and West Sussex",2018,82.9,
UKJ2,"Surrey, East and West Sussex",2019,,
UKJ2,"Surrey, East and West Sussex",2020,,
UKJ3,Hampshire and Isle of Wight,2009,82,
UKJ3,Hampshire and Isle of Wight,2010,82,
UKJ3,Hampshire and Isle of Wight,2011,82.4,
UKJ3,Hampshire and Isle of Wight,2012,82.3,
UKJ3,Hampshire and Isle of Wight,2013,82,
UKJ3,Hampshire and Isle of Wight,2014,82.6,
UKJ3,Hampshire and Isle of Wight,2015,82.4,
UKJ3,Hampshire and Isle of Wight,2016,82.4,
UKJ3,Hampshire and Isle of Wight,2017,82.3,
UKJ3,Hampshire and Isle of Wight,2018,82.5,
UKJ3,Hampshire and Isle of Wight,2019,,
UKJ3,Hampshire and Isle of Wight,2020,,
UKJ4,Kent,2009,80.8,
UKJ4,Kent,2010,81.2,
UKJ4,Kent,2011,81.7,
UKJ4,Kent,2012,81.8,
UKJ4,Kent,2013,81.7,
UKJ4,Kent,2014,81.7,
UKJ4,Kent,2015,81.4,
UKJ4,Kent,2016,81.7,
UKJ4,Kent,2017,81.7,
UKJ4,Kent,2018,81.6,
UKJ4,Kent,2019,,
UKJ4,Kent,2020,,
UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",2009,81.6,
UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",2010,81.8,
UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",2011,82,
UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",2012,82.2,
UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",2013,81.7,
UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",2014,82.5,
UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",2015,82,
UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",2016,82,
UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",2017,82.3,
UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",2018,82.3,
UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",2019,,
UKK1,"Gloucestershire, Wiltshire and Bristol/Bath area",2020,,
UKK2,Dorset and Somerset,2009,82.1,
UKK2,Dorset and Somerset,2010,82.2,
UKK2,Dorset and Somerset,2011,82.8,
UKK2,Dorset and Somerset,2012,82.6,
UKK2,Dorset and Somerset,2013,82.4,
UKK2,Dorset and Somerset,2014,82.9,
UKK2,Dorset and Somerset,2015,82.2,
UKK2,Dorset and Somerset,2016,82.3,
UKK2,Dorset and Somerset,2017,82.6,
UKK2,Dorset and Somerset,2018,82.4,
UKK2,Dorset and Somerset,2019,,
UKK2,Dorset and Somerset,2020,,
UKK3,Cornwall and Isles of Scilly,2009,80.8,
UKK3,Cornwall and Isles of Scilly,2010,81.7,
UKK3,Cornwall and Isles of Scilly,2011,81.7,
UKK3,Cornwall and Isles of Scilly,2012,81.5,
UKK3,Cornwall and Isles of Scilly,2013,81.6,
UKK3,Cornwall and Isles of Scilly,2014,81.7,
UKK3,Cornwall and Isles of Scilly,2015,81.6,
UKK3,Cornwall and Isles of Scilly,2016,81.7,
UKK3,Cornwall and Isles of Scilly,2017,81.7,
UKK3,Cornwall and Isles of Scilly,2018,81.4,
UKK3,Cornwall and Isles of Scilly,2019,,
UKK3,Cornwall and Isles of Scilly,2020,,
UKK4,Devon,2009,81.2,
UKK4,Devon,2010,81.8,
UKK4,Devon,2011,82,
UKK4,Devon,2012,81.6,
UKK4,Devon,2013,82,
UKK4,Devon,2014,82.2,
UKK4,Devon,2015,81.8,
UKK4,Devon,2016,81.8,
UKK4,Devon,2017,82,
UKK4,Devon,2018,81.9,
UKK4,Devon,2019,,
UKK4,Devon,2020,,
UKL1,West Wales and The Valleys,2009,79.5,
UKL1,West Wales and The Valleys,2010,79.8,
UKL1,West Wales and The Valleys,2011,80.1,
UKL1,West Wales and The Valleys,2012,80,
UKL1,West Wales and The Valleys,2013,79.9,
UKL1,West Wales and The Valleys,2014,80.6,
UKL1,West Wales and The Valleys,2015,79.9,
UKL1,West Wales and The Valleys,2016,80.1,
UKL1,West Wales and The Valleys,2017,80.2,
UKL1,West Wales and The Valleys,2018,80,
UKL1,West Wales and The Valleys,2019,,
UKL1,West Wales and The Valleys,2020,,
UKL2,East Wales,2009,80.7,
UKL2,East Wales,2010,80.6,
UKL2,East Wales,2011,81.4,
UKL2,East Wales,2012,81,
UKL2,East Wales,2013,80.9,
UKL2,East Wales,2014,81.4,
UKL2,East Wales,2015,80.8,
UKL2,East Wales,2016,81,
UKL2,East Wales,2017,81.2,
UKL2,East Wales,2018,81,
UKL2,East Wales,2019,,
UKL2,East Wales,2020,,
UKM5,North Eastern Scotland,2009,79.6,
UKM5,North Eastern Scotland,2010,79.7,
UKM5,North Eastern Scotland,2011,80.2,
UKM5,North Eastern Scotland,2012,80.2,
UKM5,North Eastern Scotland,2013,80.3,
UKM5,North Eastern Scotland,2014,80,
UKM5,North Eastern Scotland,2015,79.9,
UKM5,North Eastern Scotland,2016,80.3,
UKM5,North Eastern Scotland,2017,80.4,
UKM5,North Eastern Scotland,2018,80.3,
UKM5,North Eastern Scotland,2019,,
UKM5,North Eastern Scotland,2020,,
UKM6,Highlands and Islands,2009,79.7,
UKM6,Highlands and Islands,2010,79.4,
UKM6,Highlands and Islands,2011,79.5,
UKM6,Highlands and Islands,2012,80.1,
UKM6,Highlands and Islands,2013,80.6,
UKM6,Highlands and Islands,2014,81,
UKM6,Highlands and Islands,2015,79.9,
UKM6,Highlands and Islands,2016,80.9,
UKM6,Highlands and Islands,2017,80.4,
UKM6,Highlands and Islands,2018,80,
UKM6,Highlands and Islands,2019,,
UKM6,Highlands and Islands,2020,,
UKM7,Eastern Scotland,2009,,
UKM7,Eastern Scotland,2010,,
UKM7,Eastern Scotland,2011,,
UKM7,Eastern Scotland,2012,,
UKM7,Eastern Scotland,2013,,
UKM7,Eastern Scotland,2014,,
UKM7,Eastern Scotland,2015,,
UKM7,Eastern Scotland,2016,,
UKM7,Eastern Scotland,2017,79.8,
UKM7,Eastern Scotland,2018,79.9,
UKM7,Eastern Scotland,2019,,
UKM7,Eastern Scotland,2020,,
UKM8,West Central Scotland,2009,,
UKM8,West Central Scotland,2010,,
UKM8,West Central Scotland,2011,,
UKM8,West Central Scotland,2012,,
UKM8,West Central Scotland,2013,,
UKM8,West Central Scotland,2014,,
UKM8,West Central Scotland,2015,,
UKM8,West Central Scotland,2016,,
UKM8,West Central Scotland,2017,77.8,
UKM8,West Central Scotland,2018,77.9,
UKM8,West Central Scotland,2019,,
UKM8,West Central Scotland,2020,,
UKM9,Southern Scotland,2009,,
UKM9,Southern Scotland,2010,,
UKM9,Southern Scotland,2011,,
UKM9,Southern Scotland,2012,,
UKM9,Southern Scotland,2013,,
UKM9,Southern Scotland,2014,,
UKM9,Southern Scotland,2015,,
UKM9,Southern Scotland,2016,,
UKM9,Southern Scotland,2017,79.5,
UKM9,Southern Scotland,2018,79.2,
UKM9,Southern Scotland,2019,,
UKM9,Southern Scotland,2020,,
UKN0,Northern Ireland (UK),2009,79.7,
UKN0,Northern Ireland (UK),2010,79.8,
UKN0,Northern Ireland (UK),2011,80.5,
UKN0,Northern Ireland (UK),2012,80.4,
UKN0,Northern Ireland (UK),2013,80.4,
UKN0,Northern Ireland (UK),2014,80.8,
UKN0,Northern Ireland (UK),2015,80.4,
UKN0,Northern Ireland (UK),2016,80.8,
UKN0,Northern Ireland (UK),2017,80.6,
UKN0,Northern Ireland (UK),2018,80.9,
UKN0,Northern Ireland (UK),2019,,
UKN0,Northern Ireland (UK),2020,,
