geo,geo_label,TIME_PERIOD,OBS_VALUE,OBS_FLAG
DE40,Brandenburg,2018,80.7,
DE40,Brandenburg,2019,81.2,
DE40,Brandenburg,2020,80.6,
DE50,Bremen,2009,79.4,
DE50,Bremen,2010,79.9,
DE50,Bremen,2011,79.7,
DE50,Bremen,2012,79.9,
DE50,Bremen,2013,79.5,
DE50,Bremen,2014,80.1,
DE50,Bremen,2015,79.8,
DE50,Bremen,2016,80.1,
DE50,Bremen,2017,80.1,
DE50,Bremen,2018,79.7,
DE50,Bremen,2019,80.7,
DE50,Bremen,2020,80,
DE60,Hamburg,2009,80.5,
DE60,Hamburg,2010,80.8,
DE60,Hamburg,2011,80.4,
DE60,Hamburg,2012,80.7,
DE60,Hamburg,2013,80.7,
DE60,Hamburg,2014,81.2,
DE60,Hamburg,2015,80.9,
DE60,Hamburg,2016,81.2,
DE60,Hamburg,2017,81.1,
DE60,Hamburg,2018,81.1,
DE60,Hamburg,2019,81.5,
DE60,Hamburg,2020,81.4,
DE71,Darmstadt,2009,81.2,
DE71,Darmstadt,2010,81.5,
DE71,Darmstadt,2011,81.2,
DE71,Darmstadt,2012,81.4,
DE71,Darmstadt,2013,81.2,
DE71,Darmstadt,2014,81.9,
DE71,Darmstadt,2015,81.3,
DE71,Darmstadt,2016,81.9,
DE71,Darmstadt,2017,81.8,
DE71,Darmstadt,2018,81.8,
DE71,Darmstadt,2019,82.1,
DE71,Darmstadt,2020,81.8,
DE72,Gießen,2009,80.5,
DE72,Gießen,2010,80.6,
DE72,Gießen,2011,80.8,
DE72,Gießen,2012,80.7,
DE72,Gießen,2013,80.7,
DE72,Gießen,2014,81.3,
DE72,Gießen,2015,80.6,
DE72,Gießen,2016,81.1,
DE72,Gießen,2017,80.6,
DE72,Gießen,2018,80.9,
DE72,Gießen,2019,81,
DE72,Gießen,2020,81,
DE73,Kassel,2009,80.2,
DE73,Kassel,2010,80.8,
DE73,Kassel,2011,80.6,
DE73,Kassel,2012,80.6,
DE73,Kassel,2013,80.4,
DE73,Kassel,2014,81.2,
DE73,Kassel,2015,80.4,
DE73,Kassel,2016,81,
DE73,Kassel,2017,81.1,
DE73,Kassel,2018,80.8,
DE73,Kassel,2019,81.3,
DE73,Kassel,2020,80.9,
DE80,Mecklenburg-Vorpommern,2009,79.1,
DE80,Mecklenburg-Vorpommern,2010,79.2,
DE80,Mecklenburg-Vorpommern,2011,79.4,
DE80,Mecklenburg-Vorpommern,2012,79.7,
DE80,Mecklenburg-Vorpommern,2013,79.5,
DE80,Mecklenburg-Vorpommern,2014,80.4,
DE80,Mecklenburg-Vorpommern,2015,79.9,
DE80,Mecklenburg-Vorpommern,2016,80.1,
DE80,Mecklenburg-Vorpommern,2017,80.4,
DE80,Mecklenburg-Vorpommern,2018,79.9,
DE80,Mecklenburg-Vorpommern,2019,80.3,
DE80,Mecklenburg-Vorpommern,2020,80.4,
DE91,Braunschweig,2009,80.1,
DE91,Braunschweig,2010,80.2,
DE91,Braunschweig,2011,80.4,
DE91,Braunschweig,2012,80.4,
DE91,Braunschweig,2013,80.2,
DE91,Braunschweig,2014,80.7,
DE91,Braunschweig,2015,80.2,
DE91,Braunschweig,2016,80.1,
DE91,Braunschweig,2017,80.3,
DE91,Braunschweig,2018,80.3,
DE91,Braunschweig,2019,80.6,
DE91,Braunschweig,2020,80.8,
DE92,Hannover,2009,80.2,
DE92,Hannover,2010,80.4,
DE92,Hannover,2011,80.4,
DE92,Hannover,2012,80.6,
DE92,Hannover,2013,80.4,
DE92,Hannover,2014,80.7,
DE92,Hannover,2015,80.3,
DE92,Hannover,2016,80.8,
DE92,Hannover,2017,80.6,
DE92,Hannover,2018,80.5,
DE92,Hannover,2019,81,
DE92,Hannover,2020,80.9,
DE93,Lüneburg,2009,79.9,
DE93,Lüneburg,2010,80.2,
DE93,Lüneburg,2011,79.9,
DE93,Lüneburg,2012,80.4,
DE93,Lüneburg,2013,80.1,
DE93,Lüneburg,2014,80.7,
DE93,Lüneburg,2015,80.7,
DE93,Lüneburg,2016,80.6,
DE93,Lüneburg,2017,80.7,
DE93,Lüneburg,2018,80.6,
DE93,Lüneburg,2019,80.9,
DE93,Lüneburg,2020,81,
DE94,Weser-Ems,2009,79.9,
DE94,Weser-Ems,2010,80.3,
DE94,Weser-Ems,2011,80.1,
DE94,Weser-Ems,2012,80.3,
DE94,Weser-Ems,2013,80.1,
DE94,Weser-Ems,2014,80.8,
DE94,Weser-Ems,2015,80.4,
DE94,Weser-Ems,2016,80.5,
DE94,Weser-Ems,2017,80.7,
DE94,Weser-Ems,2018,80.5,
DE94,Weser-Ems,2019,81,
DE94,Weser-Ems,2020,80.8,
DEA1,Düsseldorf,2009,79.6,
DEA1,Düsseldorf,2010,79.6,
DEA1,Düsseldorf,2011,80,
DEA1,Düsseldorf,2012,80.1,
DEA1,Düsseldorf,2013,79.9,
DEA1,Düsseldorf,2014,80.5,
DEA1,Düsseldorf,2015,80.1,
DEA1,Düsseldorf,2016,80.4,
DEA1,Düsseldorf,2017,80.5,
DEA1,Düsseldorf,2018,80.3,
DEA1,Düsseldorf,2019,80.7,
DEA1,Düsseldorf,2020,80.5,
DEA2,Köln,2009,80.4,
DEA2,Köln,2010,80.7,
DEA2,Köln,2011,80.8,
DEA2,Köln,2012,80.7,
DEA2,Köln,2013,80.7,
DEA2,Köln,2014,81.2,
DEA2,Köln,2015,80.8,
DEA2,Köln,2016,81.2,
DEA2,Köln,2017,81.2,
DEA2,Köln,2018,80.9,
DEA2,Köln,2019,81.3,
DEA2,Köln,2020,81.3,
DEA3,Münster,2009,79.9,
DEA3,Münster,2010,79.9,
DEA3,Münster,2011,80.2,
DEA3,Münster,2012,80.5,
DEA3,Münster,2013,80.5,
DEA3,Münster,2014,80.9,
DEA3,Münster,2015,80.6,
DEA3,Münster,2016,80.7,
DEA3,Münster,2017,80.9,
DEA3,Münster,2018,80.8,
DEA3,Münster,2019,81.1,
DEA3,Münster,2020,80.9,
DEA4,Detmold,2009,80.5,
DEA4,Detmold,2010,80.7,
DEA4,Detmold,2011,81,
DEA4,Detmold,2012,80.9,
DEA4,Detmold,2013,80.9,
DEA4,Detmold,2014,81.4,
DEA4,Detmold,2015,81.1,
DEA4,Detmold,2016,81.2,
DEA4,Detmold,2017,81.2,
DEA4,Detmold,2018,81.1,
DEA4,Detmold,2019,81.6,
DEA4,Detmold,2020,81.4,
DEA5,Arnsberg,2009,79.6,
DEA5,Arnsberg,2010,79.6,
DEA5,Arnsberg,2011,79.7,
DEA5,Arnsberg,2012,79.8,
DEA5,Arnsberg,2013,79.6,
DEA5,Arnsberg,2014,80.2,
DEA5,Arnsberg,2015,79.7,
DEA5,Arnsberg,2016,80,
DEA5,Arnsberg,2017,80.2,
DEA5,Arnsberg,2018,80,
DEA5,Arnsberg,2019,80.4,
DEA5,Arnsberg,2020,80.2,
DEB1,Koblenz,2009,79.9,
DEB1,Koblenz,2010,80.4,
DEB1,Koblenz,2011,80.5,
DEB1,Koblenz,2012,80.3,
DEB1,Koblenz,2013,80.5,
DEB1,Koblenz,2014,80.8,
DEB1,Koblenz,2015,80.6,
DEB1,Koblenz,2016,80.7,
DEB1,Koblenz,2017,80.7,
DEB1,Koblenz,2018,80.7,
DEB1,Koblenz,2019,81.1,
DEB1,Koblenz,2020,81,
DEB2,Trier,2009,80.3,
DEB2,Trier,2010,80.8,
DEB2,Trier,2011,80.7,
DEB2,Trier,2012,81.3,
DEB2,Trier,2013,81,
DEB2,Trier,2014,81.2,
DEB2,Trier,2015,80.8,
DEB2,Trier,2016,81.3,
DEB2,Trier,2017,81.1,
DEB2,Trier,2018,80.9,
DEB2,Trier,2019,81.7,
DEB2,Trier,2020,81.1,
DEB3,Rheinhessen-Pfalz,2009,80.4,
DEB3,Rheinhessen-Pfalz,2010,80.7,
DEB3,Rheinhessen-Pfalz,2011,80.5,
DEB3,Rheinhessen-Pfalz,2012,80.7,
DEB3,Rheinhessen-Pfalz,2013,80.7,
DEB3,Rheinhessen-Pfalz,2014,81.4,
DEB3,Rheinhessen-Pfalz,2015,80.9,
DEB3,Rheinhessen-Pfalz,2016,81.4,
DEB3,Rheinhessen-Pfalz,2017,81.1,
DEB3,Rheinhessen-Pfalz,2018,81,
DEB3,Rheinhessen-Pfalz,2019,81.3,
DEB3,Rheinhessen-Pfalz,2020,81.2,
DEC0,Saarland,2009,79.3,
DEC0,Saarland,2010,79.6,
DEC0,Saarland,2011,79.6,
DEC0,Saarland,2012,80,
DEC0,Saarland,2013,79.6,
DEC0,Saarland,2014,80.2,
DEC0,Saarland,2015,79.7,
DEC0,Saarland,2016,80.2,
DEC0,Saarland,2017,80.2,
DEC0,Saarland,2018,79.7,
DEC0,Saarland,2019,80.2,
DEC0,Saarland,2020,80.2,
DED2,Dresden,2009,80.6,
DED2,Dresden,2010,,
DED2,Dresden,2011,81.1,
DED2,Dresden,2012,81.1,
DED2,Dresden,2013,81,
DED2,Dresden,2014,81.6,
DED2,Dresden,2015,81,
DED2,Dresden,2016,81.7,
DED2,Dresden,2017,81.7,
DED2,Dresden,2018,81.5,
DED2,Dresden,2019,81.9,
DED2,Dresden,2020,80.8,
DED4,Chemnitz,2009,,
DED4,Chemnitz,2010,,
DED4,Chemnitz,2011,80.2,
DED4,Chemnitz,2012,80.6,
DED4,Chemnitz,2013,80,
DED4,Chemnitz,2014,80.9,
DED4,Chemnitz,2015,80.4,
DED4,Chemnitz,2016,80.8,
DED4,Chemnitz,2017,80.9,
DED4,Chemnitz,2018,80.5,
DED4,Chemnitz,2019,80.8,
DED4,Chemnitz,2020,80,
DED5,Leipzig,2009,,
DED5,Leipzig,2010,,
DED5,Leipzig,2011,80.4,
DED5,Leipzig,2012,80.3,
DED5,Leipzig,2013,80.4,
DED5,Leipzig,2014,80.8,
DED5,Leipzig,2015,80.5,
DED5,Leipzig,2016,80.8,
DED5,Leipzig,2017,80.7,
DED5,Leipzig,2018,80.6,
DED5,Leipzig,2019,81,
DED5,Leipzig,2020,80.8,
DEE0,Sachsen-Anhalt,2009,78.8,
DEE0,Sachsen-Anhalt,2010,79,
DEE0,Sachsen-Anhalt,2011,79.2,
DEE0,Sachsen-Anhalt,2012,79.4,
DEE0,Sachsen-Anhalt,2013,79.3,
DEE0,Sachsen-Anhalt,2014,79.8,
DEE0,Sachsen-Anhalt,2015,79.2,
DEE0,Sachsen-Anhalt,2016,79.8,
DEE0,Sachsen-Anhalt,2017,79.4,
DEE0,Sachsen-Anhalt,2018,79.4,
DEE0,Sachsen-Anhalt,2019,80,
DEE0,Sachsen-Anhalt,2020,79.7,
DEF0,Schleswig-Holstein,2009,80.1,
DEF0,Schleswig-Holstein,2010,80.2,
DEF0,Schleswig-Holstein,2011,80.3,
DEF0,Schleswig-Holstein,2012,80.4,
DEF0,Schleswig-Holstein,2013,80.3,
DEF0,Schleswig-Holstein,2014,80.8,
DEF0,Schleswig-Holstein,2015,80.5,
DEF0,Schleswig-Holstein,2016,80.6,
DEF0,Schleswig-Holstein,2017,80.7,
DEF0,Schleswig-Holstein,2018,80.4,
DEF0,Schleswig-Holstein,2019,80.9,
DEF0,Schleswig-Holstein,2020,81.2,
DEG0,Thüringen,2009,79.5,
DEG0,Thüringen,2010,79.9,
DEG0,Thüringen,2011,79.9,
DEG0,Thüringen,2012,80,
DEG0,Thüringen,2013,80.3,
DEG0,Thüringen,2014,80.6,
DEG0,Thüringen,2015,80,
DEG0,Thüringen,2016,80.4,
DEG0,Thüringen,2017,80.3,
DEG0,Thüringen,2018,80.3,
DEG0,Thüringen,2019,80.7,
DEG0,Thüringen,2020,80.7,
DK01,Hovedstaden,2009,78.9,
DK01,Hovedstaden,2010,78.9,
DK01,Hovedstaden,2011,79.6,
DK01,Hovedstaden,2012,80,
DK01,Hovedstaden,2013,80.2,
DK01,Hovedstaden,2014,80.7,
DK01,Hovedstaden,2015,80.6,
DK01,Hovedstaden,2016,80.8,
DK01,Hovedstaden,2017,81,
DK01,Hovedstaden,2018,81.1,
DK01,Hovedstaden,2019,81.5,
DK01,Hovedstaden,2020,81.5,
DK02,Sjælland,2009,78.3,
DK02,Sjælland,2010,78.5,
DK02,Sjælland,2011,78.9,
DK02,Sjælland,2012,79.5,
DK02,Sjælland,2013,79.7,
DK02,Sjælland,2014,80,
DK02,Sjælland,2015,80.2,
DK02,Sjælland,2016,80.2,
DK02,Sjælland,2017,80.2,
DK02,Sjælland,2018,80.4,
DK02,Sjælland,2019,80.8,
DK02,Sjælland,2020,80.6,
DK03,Syddanmark,2009,79,
DK03,Syddanmark,2010,79.4,
DK03,Syddanmark,2011,79.9,
DK03,Syddanmark,2012,80.3,
DK03,Syddanmark,2013,80.6,
DK03,Syddanmark,2014,80.8,
DK03,Syddanmark,2015,81.1,
DK03,Syddanmark,2016,81.2,
DK03,Syddanmark,2017,81.3,
DK03,Syddanmark,2018,81.1,
DK03,Syddanmark,2019,81.5,
DK03,Syddanmark,2020,81.8,
DK04,Midtjylland,2009,79.7,
DK04,Midtjylland,2010,80.1,
DK04,Midtjylland,2011,80.7,
DK04,Midtjylland,2012,80.7,
DK04,Midtjylland,2013,80.9,
DK04,Midtjylland,2014,81.2,
DK04,Midtjylland,2015,81.3,
DK04,Midtjylland,2016,81.5,
DK04,Midtjylland,2017,81.6,
DK04,Midtjylland,2018,81.3,
DK04,Midtjylland,2019,82,
DK04,Midtjylland,2020,82.1,
DK05,Nordjylland,2009,78.9,
DK05,Nordjylland,2010,79.5,
DK05,Nordjylland,2011,80,
DK05,Nordjylland,2012,80.2,
DK05,Nordjylland,2013,80.1,
DK05,Nordjylland,2014,80.9,
DK05,Nordjylland,2015,80.6,
DK05,Nordjylland,2016,80.5,
DK05,Nordjylland,2017,81.3,
DK05,Nordjylland,2018,80.8,
DK05,Nordjylland,2019,81.3,
DK05,Nordjylland,2020,81.8,
EE00,Eesti,2009,75.3,
EE00,Eesti,2010,76,
EE00,Eesti,2011,76.6,
EE00,Eesti,2012,76.7,
EE00,Eesti,2013,77.5,
EE00,Eesti,2014,77.4,
EE00,Eesti,2015,78,
EE00,Eesti,2016,78,
EE00,Eesti,2017,78.4,
EE00,Eesti,2018,78.5,
EE00,Eesti,2019,79,
EE00,Eesti,2020,78.9,
EL30,Attiki,2009,80.2,
EL30,Attiki,2010,80.5,
EL30,Attiki,2011,80.5,
EL30,Attiki,2012,80.6,
EL30,Attiki,2013,81.1,
EL30,Attiki,2014,81.1,
EL30,Attiki,2015,80.7,
EL30,Attiki,2016,81,
EL30,Attiki,2017,80.9,
EL30,Attiki,2018,81.3,
EL30,Attiki,2019,81.2,
EL30,Attiki,2020,81.1,
EL41,Voreio Aigaio,2009,80.8,
EL41,Voreio Aigaio,2010,81.4,
EL41,Voreio Aigaio,2011,81.6,
EL41,Voreio Aigaio,2012,80.7,
EL41,Voreio Aigaio,2013,81.9,
EL41,Voreio Aigaio,2014,81.9,
EL41,Voreio Aigaio,2015,81.8,
EL41,Voreio Aigaio,2016,82.2,
EL41,Voreio Aigaio,2017,81.8,
EL41,Voreio Aigaio,2018,82.9,
EL41,Voreio Aigaio,2019,82.7,
EL41,Voreio Aigaio,2020,82.6,
EL42,Notio Aigaio,2009,81.2,
EL42,Notio Aigaio,2010,81.1,
EL42,Notio Aigaio,2011,81.1,
EL42,Notio Aigaio,2012,81.4,
EL42,Notio Aigaio,2013,82.2,
EL42,Notio Aigaio,2014,81.6,
EL42,Notio Aigaio,2015,81.7,
EL42,Notio Aigaio,2016,81.9,
EL42,Notio Aigaio,2017,82.4,
EL42,Notio Aigaio,2018,82.7,
EL42,Notio Aigaio,2019,82.3,
EL42,Notio Aigaio,2020,82.6,
EL43,Kriti,2009,81.3,
EL43,Kriti,2010,81.5,
EL43,Kriti,2011,81.5,
EL43,Kriti,2012,81.4,
EL43,Kriti,2013,82.3,
EL43,Kriti,2014,82,
EL43,Kriti,2015,81.7,
EL43,Kriti,2016,82.2,
EL43,Kriti,2017,81.7,
EL43,Kriti,2018,82.6,
EL43,Kriti,2019,82.1,
EL43,Kriti,2020,82.6,
EL51,"Anatoliki Makedonia, Thraki",2009,79.1,
EL51,"Anatoliki Makedonia, Thraki",2010,79,
EL51,"Anatoliki Makedonia, Thraki",2011,79.7,
EL51,"Anatoliki Makedonia, Thraki",2012,79.8,
EL51,"Anatoliki Makedonia, Thraki",2013,80,
EL51,"Anatoliki Makedonia, Thraki",2014,80.6,
EL51,"Anatoliki Makedonia, Thraki",2015,80.5,
EL51,"Anatoliki Makedonia, Thraki",2016,81,
EL51,"Anatoliki Makedonia, Thraki",2017,80.1,
EL51,"Anatoliki Makedonia, Thraki",2018,81.4,
EL51,"Anatoliki Makedonia, Thraki",2019,81.1,
EL51,"Anatoliki Makedonia, Thraki",2020,80,
EL52,Kentriki Makedonia,2009,80.1,
EL52,Kentriki Makedonia,2010,80.2,
EL52,Kentriki Makedonia,2011,80.7,
EL52,Kentriki Makedonia,2012,80.4,
EL52,Kentriki Makedonia,2013,81.3,
EL52,Kentriki Makedonia,2014,81.2,
EL52,Kentriki Makedonia,2015,81,
EL52,Kentriki Makedonia,2016,81.3,
EL52,Kentriki Makedonia,2017,81.4,
EL52,Kentriki Makedonia,2018,81.9,
EL52,Kentriki Makedonia,2019,81.7,
EL52,Kentriki Makedonia,2020,80.5,
EL53,Dytiki Makedonia,2009,80.4,
EL53,Dytiki Makedonia,2010,80.9,
EL53,Dytiki Makedonia,2011,81.1,
EL53,Dytiki Makedonia,2012,80.9,
EL53,Dytiki Makedonia,2013,81.3,
EL53,Dytiki Makedonia,2014,82.2,
EL53,Dytiki Makedonia,2015,81.5,
EL53,Dytiki Makedonia,2016,81.8,
EL53,Dytiki Makedonia,2017,82.2,
EL53,Dytiki Makedonia,2018,83,
EL53,Dytiki Makedonia,2019,82.5,
EL53,Dytiki Makedonia,2020,81.7,
EL54,Ipeiros,2009,82.2,
EL54,Ipeiros,2010,82.7,
EL54,Ipeiros,2011,82.2,
EL54,Ipeiros,2012,82.3,
EL54,Ipeiros,2013,82.6,
EL54,Ipeiros,2014,83.5,
EL54,Ipeiros,2015,82.9,
EL54,Ipeiros,2016,83.4,
EL54,Ipeiros,2017,83.6,
EL54,Ipeiros,2018,83.6,
EL54,Ipeiros,2019,84,
EL54,Ipeiros,2020,83.8,
EL61,Thessalia,2009,80.3,
EL61,Thessalia,2010,81,
EL61,Thessalia,2011,80.7,
EL61,Thessalia,2012,80.8,
EL61,Thessalia,2013,81.8,
EL61,Thessalia,2014,81.7,
EL61,Thessalia,2015,81.7,
EL61,Thessalia,2016,81.9,
EL61,Thessalia,2017,81.8,
EL61,Thessalia,2018,82.6,
EL61,Thessalia,2019,82.3,
EL61,Thessalia,2020,81.5,
EL62,Ionia Nisia,2009,80.6,
EL62,Ionia Nisia,2010,81.6,
EL62,Ionia Nisia,2011,81.5,
EL62,Ionia Nisia,2012,81.4,
EL62,Ionia Nisia,2013,81.6,
EL62,Ionia Nisia,2014,81.7,
EL62,Ionia Nisia,2015,80.8,
EL62,Ionia Nisia,2016,81.4,
EL62,Ionia Nisia,2017,80.9,
EL62,Ionia Nisia,2018,81.3,
EL62,Ionia Nisia,2019,81.4,
EL62,Ionia Nisia,2020,81.5,
EL63,Dytiki Ellada,2009,80.2,
EL63,Dytiki Ellada,2010,80.3,
EL63,Dytiki Ellada,2011,80.8,
EL63,Dytiki Ellada,2012,80.4,
EL63,Dytiki Ellada,2013,80.9,
EL63,Dytiki Ellada,2014,81.5,
EL63,Dytiki Ellada,2015,80.9,
EL63,Dytiki Ellada,2016,81.2,
EL63,Dytiki Ellada,2017,81.4,
EL63,Dytiki Ellada,2018,81.7,
EL63,Dytiki Ellada,2019,81.5,
EL63,Dytiki Ellada,2020,81.7,
EL64,Sterea Ellada,2009,81.2,
EL64,Sterea Ellada,2010,81.4,
EL64,Sterea Ellada,2011,80.9,
EL64,Sterea Ellada,2012,81.1,
EL64,Sterea Ellada,2013,82.2,
EL64,Sterea Ellada,2014,81.9,
EL64,Sterea Ellada,2015,81.7,
EL64,Sterea Ellada,2016,81.8,
EL64,Sterea Ellada,2017,81.9,
EL64,Sterea Ellada,2018,82.3,
EL64,Sterea Ellada,2019,81.8,
EL64,Sterea Ellada,2020,82.3,
EL65,Peloponnisos,2009,80.6,
EL65,Peloponnisos,2010,80.9,
EL65,Peloponnisos,2011,81.2,
EL65,Peloponnisos,2012,80.7,
EL65,Peloponnisos,2013,82,
EL65,Peloponnisos,2014,82,
EL65,Peloponnisos,2015,81.3,
EL65,Peloponnisos,2016,82.3,
EL65,Peloponnisos,2017,81.8,
EL65,Peloponnisos,2018,82.1,
EL65,Peloponnisos,2019,82.1,
EL65,Peloponnisos,2020,82.1,
ES11,Galicia,2009,81.7,
ES11,Galicia,2010,82.3,
ES11,Galicia,2011,82.5,
ES11,Galicia,2012,82.5,
ES11,Galicia,2013,82.9,
ES11,Galicia,2014,83.4,
ES11,Galicia,2015,82.9,
ES11,Galicia,2016,83,
ES11,Galicia,2017,83.4,
ES11,Galicia,2018,83.5,
ES11,Galicia,2019,84,
ES11,Galicia,2020,83.7,
ES12,Principado de Asturias,2009,81.3,
ES12,Principado de Asturias,2010,81.5,
ES12,Principado de Asturias,2011,81.7,
ES12,Principado de Asturias,2012,81.8,
ES12,Principado de Asturias,2013,82.5,
ES12,Principado de Asturias,2014,82.5,
ES12,Principado de Asturias,2015,82.4,
ES12,Principado de Asturias,2016,82.6,
ES12,Principado de Asturias,2017,82.8,
ES12,Principado de Asturias,2018,82.9,
ES12,Principado de Asturias,2019,83.2,
ES12,Principado de Asturias,2020,82.2,
ES13,Cantabria,2009,82.3,
ES13,Cantabria,2010,82.5,
ES13,Cantabria,2011,82.8,
ES13,Cantabria,2012,82.8,
ES13,Cantabria,2013,83.4,
ES13,Cantabria,2014,83.1,
ES13,Cantabria,2015,82.9,
ES13,Cantabria,2016,83.5,
ES13,Cantabria,2017,83.6,
ES13,Cantabria,2018,83.6,
ES13,Cantabria,2019,83.9,
ES13,Cantabria,2020,83.2,
ES21,País Vasco,2009,82.3,
ES21,País Vasco,2010,82.8,
ES21,País Vasco,2011,82.9,
ES21,País Vasco,2012,83.1,
ES21,País Vasco,2013,83.7,
ES21,País Vasco,2014,83.9,
ES21,País Vasco,2015,83.5,
ES21,País Vasco,2016,83.9,
ES21,País Vasco,2017,84,
ES21,País Vasco,2018,84.1,
ES21,País Vasco,2019,84.5,
ES21,País Vasco,2020,83.4,
ES22,Comunidad Foral de Navarra,2009,83.3,
ES22,Comunidad Foral de Navarra,2010,84.1,
ES22,Comunidad Foral de Navarra,2011,83.9,
ES22,Comunidad Foral de Navarra,2012,83.8,
ES22,Comunidad Foral de Navarra,2013,84,
ES22,Comunidad Foral de Navarra,2014,83.9,
ES22,Comunidad Foral de Navarra,2015,84,
ES22,Comunidad Foral de Navarra,2016,84.1,
ES22,Comunidad Foral de Navarra,2017,84.1,
ES22,Comunidad Foral de Navarra,2018,84.4,
ES22,Comunidad Foral de Navarra,2019,85,
ES22,Comunidad Foral de Navarra,2020,83.4,
ES23,La Rioja,2009,83,
ES23,La Rioja,2010,83.3,
ES23,La Rioja,2011,83.2,
ES23,La Rioja,2012,83,
ES23,La Rioja,2013,84,
ES23,La Rioja,2014,84.2,
ES23,La Rioja,2015,83.7,
ES23,La Rioja,2016,84.3,
ES23,La Rioja,2017,84,
ES23,La Rioja,2018,83.9,
ES23,La Rioja,2019,84.2,
ES23,La Rioja,2020,82.5,
ES24,Aragón,2009,82.3,
ES24,Aragón,2010,82.6,
ES24,Aragón,2011,82.7,
ES24,Aragón,2012,83,
ES24,Aragón,2013,83.4,
ES24,Aragón,2014,83.2,
ES24,Aragón,2015,83,
ES24,Aragón,2016,83.8,
ES24,Aragón,2017,83.5,
ES24,Aragón,2018,83.8,
ES24,Aragón,2019,84.4,
ES24,Aragón,2020,82.3,
ES30,Comunidad de Madrid,2009,83.3,
ES30,Comunidad de Madrid,2010,83.9,
ES30,Comunidad de Madrid,2011,84.2,
ES30,Comunidad de Madrid,2012,84.2,
ES30,Comunidad de Madrid,2013,84.8,
ES30,Comunidad de Madrid,2014,84.9,
ES30,Comunidad de Madrid,2015,84.5,
ES30,Comunidad de Madrid,2016,85.2,
ES30,Comunidad de Madrid,2017,85.1,
ES30,Comunidad de Madrid,2018,85.5,
ES30,Comunidad de Madrid,2019,85.8,
ES30,Comunidad de Madrid,2020,82.3,
ES41,Castilla y León,2009,83.1,
ES41,Castilla y León,2010,83.4,
ES41,Castilla y León,2011,83.7,
ES41,Castilla y León,2012,83.5,
ES41,Castilla y León,2013,84,
ES41,Castilla y León,2014,84.1,
ES41,Castilla y León,2015,83.9,
ES41,Castilla y León,2016,84.3,
ES41,Castilla y León,2017,84.2,
ES41,Castilla y León,2018,84.3,
ES41,Castilla y León,2019,84.7,
ES41,Castilla y León,2020,82.4,
ES42,Castilla-la Mancha,2009,82.6,
ES42,Castilla-la Mancha,2010,83.1,
ES42,Castilla-la Mancha,2011,83.2,
ES42,Castilla-la Mancha,2012,83,
ES42,Castilla-la Mancha,2013,83.5,
ES42,Castilla-la Mancha,2014,83.7,
ES42,Castilla-la Mancha,2015,83.1,
ES42,Castilla-la Mancha,2016,83.6,
ES42,Castilla-la Mancha,2017,83.2,
ES42,Castilla-la Mancha,2018,83.8,
ES42,Castilla-la Mancha,2019,83.9,
ES42,Castilla-la Mancha,2020,81.1,
ES43,Extremadura,2009,81.3,
ES43,Extremadura,2010,81.5,
ES43,Extremadura,2011,82.1,
ES43,Extremadura,2012,81.7,
ES43,Extremadura,2013,82.2,
ES43,Extremadura,2014,82.7,
ES43,Extremadura,2015,82.3,
ES43,Extremadura,2016,82.6,
ES43,Extremadura,2017,82.5,
ES43,Extremadura,2018,82.8,
ES43,Extremadura,2019,83.1,
ES43,Extremadura,2020,81.8,
ES51,Cataluña,2009,82.2,
ES51,Cataluña,2010,82.7,
ES51,Cataluña,2011,82.9,
ES51,Cataluña,2012,82.8,
ES51,Cataluña,2013,83.4,
ES51,Cataluña,2014,83.6,
ES51,Cataluña,2015,83.4,
ES51,Cataluña,2016,83.9,
ES51,Cataluña,2017,83.6,
ES51,Cataluña,2018,83.7,
ES51,Cataluña,2019,84.3,
ES51,Cataluña,2020,82.3,
ES52,Comunitat Valenciana,2009,81.6,
ES52,Comunitat Valenciana,2010,81.9,
ES52,Comunitat Valenciana,2011,82.1,
ES52,Comunitat Valenciana,2012,82.1,
ES52,Comunitat Valenciana,2013,82.8,
ES52,Comunitat Valenciana,2014,82.8,
ES52,Comunitat Valenciana,2015,82.5,
ES52,Comunitat Valenciana,2016,83,
ES52,Comunitat Valenciana,2017,82.8,
ES52,Comunitat Valenciana,2018,82.9,
ES52,Comunitat Valenciana,2019,83.5,
ES52,Comunitat Valenciana,2020,82.6,
ES53,Illes Balears,2009,81.3,
ES53,Illes Balears,2010,81.8,
ES53,Illes Balears,2011,82.2,
ES53,Illes Balears,2012,82.1,
ES53,Illes Balears,2013,82.9,
ES53,Illes Balears,2014,83,
ES53,Illes Balears,2015,82.7,
ES53,Illes Balears,2016,83.4,
ES53,Illes Balears,2017,83.1,
ES53,Illes Balears,2018,83.6,
ES53,Illes Balears,2019,84.2,
ES53,Illes Balears,2020,83.9,
ES61,Andalucía,2009,80.5,
ES61,Andalucía,2010,81,
ES61,Andalucía,2011,81.1,
ES61,Andalucía,2012,81.1,
ES61,Andalucía,2013,81.8,
ES61,Andalucía,2014,82.1,
ES61,Andalucía,2015,81.6,
ES61,Andalucía,2016,82.2,
ES61,Andalucía,2017,82.1,
ES61,Andalucía,2018,82.1,
ES61,Andalucía,2019,82.6,
ES61,Andalucía,2020,81.7,
ES62,Región de Murcia,2009,81.1,
