geo,geo_label,time_period,obs_value,geo_country,country
DE27,Schwaben,2014,82.0,DE,Germany
DE27,Schwaben,2015,81.6,DE,Germany
DE27,Schwaben,2016,81.9,DE,Germany
DE27,Schwaben,2017,82.0,DE,Germany
DE27,Schwaben,2018,82.1,DE,Germany
DE30,Berlin,2009,80.3,DE,Germany
DE30,Berlin,2010,80.4,DE,Germany
DE30,Berlin,2011,80.3,DE,Germany
DE30,Berlin,2012,80.5,DE,Germany
DE30,Berlin,2013,80.5,DE,Germany
DE30,Berlin,2014,80.9,DE,Germany
DE30,Berlin,2015,80.5,DE,Germany
DE30,Berlin,2016,80.9,DE,Germany
DE30,Berlin,2017,81.2,DE,Germany
DE30,Berlin,2018,80.8,DE,Germany
DE40,Brandenburg,2009,79.7,DE,Germany
DE40,Brandenburg,2010,79.8,DE,Germany
DE40,Brandenburg,2011,80.0,DE,Germany
DE40,Brandenburg,2012,80.3,DE,Germany
DE40,Brandenburg,2013,80.0,DE,Germany
DE40,Brandenburg,2014,80.7,DE,Germany
DE40,Brandenburg,2015,80.3,DE,Germany
DE40,Brandenburg,2016,80.7,DE,Germany
DE40,Brandenburg,2017,80.7,DE,Germany
DE40,Brandenburg,2018,80.7,DE,Germany
DE50,Bremen,2009,79.4,DE,Germany
DE50,Bremen,2010,79.9,DE,Germany
DE50,Bremen,2011,79.7,DE,Germany
DE50,Bremen,2012,79.9,DE,Germany
DE50,Bremen,2013,79.5,DE,Germany
DE50,Bremen,2014,80.1,DE,Germany
DE50,Bremen,2015,79.8,DE,Germany
DE50,Bremen,2016,80.1,DE,Germany
DE50,Bremen,2017,80.1,DE,Germany
DE50,Bremen,2018,79.7,DE,Germany
DE60,Hamburg,2009,80.5,DE,Germany
DE60,Hamburg,2010,80.8,DE,Germany
DE60,Hamburg,2011,80.4,DE,Germany
DE60,Hamburg,2012,80.7,DE,Germany
DE60,Hamburg,2013,80.7,DE,Germany
DE60,Hamburg,2014,81.2,DE,Germany
DE60,Hamburg,2015,80.9,DE,Germany
DE60,Hamburg,2016,81.2,DE,Germany
DE60,Hamburg,2017,81.1,DE,Germany
DE60,Hamburg,2018,81.1,DE,Germany
DE71,Darmstadt,2009,81.2,DE,Germany
DE71,Darmstadt,2010,81.5,DE,Germany
DE71,Darmstadt,2011,81.2,DE,Germany
DE71,Darmstadt,2012,81.4,DE,Germany
DE71,Darmstadt,2013,81.2,DE,Germany
DE71,Darmstadt,2014,81.9,DE,Germany
DE71,Darmstadt,2015,81.3,DE,Germany
DE71,Darmstadt,2016,81.9,DE,Germany
DE71,Darmstadt,2017,81.8,DE,Germany
DE71,Darmstadt,2018,81.8,DE,Germany
DE72,Gießen,2009,80.5,DE,Germany
DE72,Gießen,2010,80.6,DE,Germany
DE72,Gießen,2011,80.8,DE,Germany
DE72,Gießen,2012,80.7,DE,Germany
DE72,Gießen,2013,80.7,DE,Germany
DE72,Gießen,2014,81.3,DE,Germany
DE72,Gießen,2015,80.6,DE,Germany
DE72,Gießen,2016,81.1,DE,Germany
DE72,Gießen,2017,80.6,DE,Germany
DE72,Gießen,2018,80.9,DE,Germany
DE73,Kassel,2009,80.2,DE,Germany
DE73,Kassel,2010,80.8,DE,Germany
DE73,Kassel,2011,80.6,DE,Germany
DE73,Kassel,2012,80.6,DE,Germany
DE73,Kassel,2013,80.4,DE,Germany
DE73,Kassel,2014,81.2,DE,Germany
DE73,Kassel,2015,80.4,DE,Germany
DE73,Kassel,2016,81.0,DE,Germany
DE73,Kassel,2017,81.1,DE,Germany
DE73,Kassel,2018,80.8,DE,Germany
DE80,Mecklenburg-Vorpommern,2009,79.1,DE,Germany
DE80,Mecklenburg-Vorpommern,2010,79.2,DE,Germany
DE80,Mecklenburg-Vorpommern,2011,79.4,DE,Germany
DE80,Mecklenburg-Vorpommern,2012,79.7,DE,Germany
DE80,Mecklenburg-Vorpommern,2013,79.5,DE,Germany
DE80,Mecklenburg-Vorpommern,2014,80.4,DE,Germany
DE80,Mecklenburg-Vorpommern,2015,79.9,DE,Germany
DE80,Mecklenburg-Vorpommern,2016,80.1,DE,Germany
DE80,Mecklenburg-Vorpommern,2017,80.4,DE,Germany
DE80,Mecklenburg-Vorpommern,2018,79.9,DE,Germany
DE91,Braunschweig,2009,80.1,DE,Germany
DE91,Braunschweig,2010,80.2,DE,Germany
DE91,Braunschweig,2011,80.4,DE,Germany
DE91,Braunschweig,2012,80.4,DE,Germany
DE91,Braunschweig,2013,80.2,DE,Germany
DE91,Braunschweig,2014,80.7,DE,Germany
DE91,Braunschweig,2015,80.2,DE,Germany
DE91,Braunschweig,2016,80.1,DE,Germany
DE91,Braunschweig,2017,80.3,DE,Germany
DE91,Braunschweig,2018,80.3,DE,Germany
DE92,Hannover,2009,80.2,DE,Germany
DE92,Hannover,2010,80.4,DE,Germany
DE92,Hannover,2011,80.4,DE,Germany
DE92,Hannover,2012,80.6,DE,Germany
DE92,Hannover,2013,80.4,DE,Germany
DE92,Hannover,2014,80.7,DE,Germany
DE92,Hannover,2015,80.3,DE,Germany
DE92,Hannover,2016,80.8,DE,Germany
DE92,Hannover,2017,80.6,DE,Germany
DE92,Hannover,2018,80.5,DE,Germany
DE93,Lüneburg,2009,79.9,DE,Germany
DE93,Lüneburg,2010,80.2,DE,Germany
DE93,Lüneburg,2011,79.9,DE,Germany
DE93,Lüneburg,2012,80.4,DE,Germany
DE93,Lüneburg,2013,80.1,DE,Germany
DE93,Lüneburg,2014,80.7,DE,Germany
DE93,Lüneburg,2015,80.7,DE,Germany
DE93,Lüneburg,2016,80.6,DE,Germany
DE93,Lüneburg,2017,80.7,DE,Germany
DE93,Lüneburg,2018,80.6,DE,Germany
DE94,Weser-Ems,2009,79.9,DE,Germany
DE94,Weser-Ems,2010,80.3,DE,Germany
DE94,Weser-Ems,2011,80.1,DE,Germany
DE94,Weser-Ems,2012,80.3,DE,Germany
DE94,Weser-Ems,2013,80.1,DE,Germany
DE94,Weser-Ems,2014,80.8,DE,Germany
DE94,Weser-Ems,2015,80.4,DE,Germany
DE94,Weser-Ems,2016,80.5,DE,Germany
DE94,Weser-Ems,2017,80.7,DE,Germany
DE94,Weser-Ems,2018,80.5,DE,Germany
DEA1,Düsseldorf,2009,79.6,DE,Germany
DEA1,Düsseldorf,2010,79.6,DE,Germany
DEA1,Düsseldorf,2011,80.0,DE,Germany
DEA1,Düsseldorf,2012,80.1,DE,Germany
DEA1,Düsseldorf,2013,79.9,DE,Germany
DEA1,Düsseldorf,2014,80.5,DE,Germany
DEA1,Düsseldorf,2015,80.1,DE,Germany
DEA1,Düsseldorf,2016,80.4,DE,Germany
DEA1,Düsseldorf,2017,80.5,DE,Germany
DEA1,Düsseldorf,2018,80.3,DE,Germany
DEA2,Köln,2009,80.4,DE,Germany
DEA2,Köln,2010,80.7,DE,Germany
DEA2,Köln,2011,80.8,DE,Germany
DEA2,Köln,2012,80.7,DE,Germany
DEA2,Köln,2013,80.7,DE,Germany
DEA2,Köln,2014,81.2,DE,Germany
DEA2,Köln,2015,80.8,DE,Germany
DEA2,Köln,2016,81.2,DE,Germany
DEA2,Köln,2017,81.2,DE,Germany
DEA2,Köln,2018,80.9,DE,Germany
DEA3,Münster,2009,79.9,DE,Germany
DEA3,Münster,2010,79.9,DE,Germany
DEA3,Münster,2011,80.2,DE,Germany
DEA3,Münster,2012,80.5,DE,Germany
DEA3,Münster,2013,80.5,DE,Germany
DEA3,Münster,2014,80.9,DE,Germany
DEA3,Münster,2015,80.6,DE,Germany
DEA3,Münster,2016,80.7,DE,Germany
DEA3,Münster,2017,80.9,DE,Germany
DEA3,Münster,2018,80.8,DE,Germany
DEA4,Detmold,2009,80.5,DE,Germany
DEA4,Detmold,2010,80.7,DE,Germany
DEA4,Detmold,2011,81.0,DE,Germany
DEA4,Detmold,2012,80.9,DE,Germany
DEA4,Detmold,2013,80.9,DE,Germany
DEA4,Detmold,2014,81.4,DE,Germany
DEA4,Detmold,2015,81.1,DE,Germany
DEA4,Detmold,2016,81.2,DE,Germany
DEA4,Detmold,2017,81.2,DE,Germany
DEA4,Detmold,2018,81.1,DE,Germany
DEA5,Arnsberg,2009,79.6,DE,Germany
DEA5,Arnsberg,2010,79.6,DE,Germany
DEA5,Arnsberg,2011,79.7,DE,Germany
DEA5,Arnsberg,2012,79.8,DE,Germany
DEA5,Arnsberg,2013,79.6,DE,Germany
DEA5,Arnsberg,2014,80.2,DE,Germany
DEA5,Arnsberg,2015,79.7,DE,Germany
DEA5,Arnsberg,2016,80.0,DE,Germany
DEA5,Arnsberg,2017,80.2,DE,Germany
DEA5,Arnsberg,2018,80.0,DE,Germany
DEB1,Koblenz,2009,79.9,DE,Germany
DEB1,Koblenz,2010,80.4,DE,Germany
DEB1,Koblenz,2011,80.5,DE,Germany
DEB1,Koblenz,2012,80.3,DE,Germany
DEB1,Koblenz,2013,80.5,DE,Germany
DEB1,Koblenz,2014,80.8,DE,Germany
DEB1,Koblenz,2015,80.6,DE,Germany
DEB1,Koblenz,2016,80.7,DE,Germany
DEB1,Koblenz,2017,80.7,DE,Germany
DEB1,Koblenz,2018,80.7,DE,Germany
DEB2,Trier,2009,80.3,DE,Germany
DEB2,Trier,2010,80.8,DE,Germany
DEB2,Trier,2011,80.7,DE,Germany
DEB2,Trier,2012,81.3,DE,Germany
DEB2,Trier,2013,81.0,DE,Germany
DEB2,Trier,2014,81.2,DE,Germany
DEB2,Trier,2015,80.8,DE,Germany
DEB2,Trier,2016,81.3,DE,Germany
DEB2,Trier,2017,81.1,DE,Germany
DEB2,Trier,2018,80.9,DE,Germany
DEB3,Rheinhessen-Pfalz,2009,80.4,DE,Germany
DEB3,Rheinhessen-Pfalz,2010,80.7,DE,Germany
DEB3,Rheinhessen-Pfalz,2011,80.5,DE,Germany
DEB3,Rheinhessen-Pfalz,2012,80.7,DE,Germany
DEB3,Rheinhessen-Pfalz,2013,80.7,DE,Germany
DEB3,Rheinhessen-Pfalz,2014,81.4,DE,Germany
DEB3,Rheinhessen-Pfalz,2015,80.9,DE,Germany
DEB3,Rheinhessen-Pfalz,2016,81.4,DE,Germany
DEB3,Rheinhessen-Pfalz,2017,81.1,DE,Germany
DEB3,Rheinhessen-Pfalz,2018,81.0,DE,Germany
DEC0,Saarland,2009,79.3,DE,Germany
DEC0,Saarland,2010,79.6,DE,Germany
DEC0,Saarland,2011,79.6,DE,Germany
DEC0,Saarland,2012,80.0,DE,Germany
DEC0,Saarland,2013,79.6,DE,Germany
DEC0,Saarland,2014,80.2,DE,Germany
DEC0,Saarland,2015,79.7,DE,Germany
DEC0,Saarland,2016,80.2,DE,Germany
DEC0,Saarland,2017,80.2,DE,Germany
DEC0,Saarland,2018,79.7,DE,Germany
DED2,Dresden,2009,80.6,DE,Germany
DED2,Dresden,2010,0.0,DE,Germany
DED2,Dresden,2011,81.1,DE,Germany
DED2,Dresden,2012,81.1,DE,Germany
DED2,Dresden,2013,81.0,DE,Germany
DED2,Dresden,2014,81.6,DE,Germany
DED2,Dresden,2015,81.0,DE,Germany
DED2,Dresden,2016,81.7,DE,Germany
DED2,Dresden,2017,81.7,DE,Germany
DED2,Dresden,2018,81.5,DE,Germany
DED4,Chemnitz,2009,0.0,DE,Germany
DED4,Chemnitz,2010,0.0,DE,Germany
DED4,Chemnitz,2011,80.2,DE,Germany
DED4,Chemnitz,2012,80.6,DE,Germany
DED4,Chemnitz,2013,80.0,DE,Germany
DED4,Chemnitz,2014,80.9,DE,Germany
DED4,Chemnitz,2015,80.4,DE,Germany
DED4,Chemnitz,2016,80.8,DE,Germany
DED4,Chemnitz,2017,80.9,DE,Germany
DED4,Chemnitz,2018,80.5,DE,Germany
DED5,Leipzig,2009,0.0,DE,Germany
DED5,Leipzig,2010,0.0,DE,Germany
DED5,Leipzig,2011,80.4,DE,Germany
DED5,Leipzig,2012,80.3,DE,Germany
DED5,Leipzig,2013,80.4,DE,Germany
DED5,Leipzig,2014,80.8,DE,Germany
DED5,Leipzig,2015,80.5,DE,Germany
DED5,Leipzig,2016,80.8,DE,Germany
DED5,Leipzig,2017,80.7,DE,Germany
DED5,Leipzig,2018,80.6,DE,Germany
DEE0,Sachsen-Anhalt,2009,78.8,DE,Germany
DEE0,Sachsen-Anhalt,2010,79.0,DE,Germany
DEE0,Sachsen-Anhalt,2011,79.2,DE,Germany
DEE0,Sachsen-Anhalt,2012,79.4,DE,Germany
DEE0,Sachsen-Anhalt,2013,79.3,DE,Germany
DEE0,Sachsen-Anhalt,2014,79.8,DE,Germany
DEE0,Sachsen-Anhalt,2015,79.2,DE,Germany
DEE0,Sachsen-Anhalt,2016,79.8,DE,Germany
DEE0,Sachsen-Anhalt,2017,79.4,DE,Germany
DEE0,Sachsen-Anhalt,2018,79.4,DE,Germany
DEF0,Schleswig-Holstein,2009,80.1,DE,Germany
DEF0,Schleswig-Holstein,2010,80.2,DE,Germany
DEF0,Schleswig-Holstein,2011,80.3,DE,Germany
DEF0,Schleswig-Holstein,2012,80.4,DE,Germany
DEF0,Schleswig-Holstein,2013,80.3,DE,Germany
DEF0,Schleswig-Holstein,2014,80.8,DE,Germany
DEF0,Schleswig-Holstein,2015,80.5,DE,Germany
DEF0,Schleswig-Holstein,2016,80.6,DE,Germany
DEF0,Schleswig-Holstein,2017,80.7,DE,Germany
DEF0,Schleswig-Holstein,2018,80.4,DE,Germany
DEG0,Thüringen,2009,79.5,DE,Germany
DEG0,Thüringen,2010,79.9,DE,Germany
DEG0,Thüringen,2011,79.9,DE,Germany
DEG0,Thüringen,2012,80.0,DE,Germany
DEG0,Thüringen,2013,80.3,DE,Germany
DEG0,Thüringen,2014,80.6,DE,Germany
DEG0,Thüringen,2015,80.0,DE,Germany
DEG0,Thüringen,2016,80.4,DE,Germany
DEG0,Thüringen,2017,80.3,DE,Germany
DEG0,Thüringen,2018,80.3,DE,Germany
DK01,Hovedstaden,2009,78.9,DK,Denmark
DK01,Hovedstaden,2010,78.9,DK,Denmark
DK01,Hovedstaden,2011,79.6,DK,Denmark
DK01,Hovedstaden,2012,80.0,DK,Denmark
DK01,Hovedstaden,2013,80.2,DK,Denmark
DK01,Hovedstaden,2014,80.7,DK,Denmark
DK01,Hovedstaden,2015,80.6,DK,Denmark
DK01,Hovedstaden,2016,80.8,DK,Denmark
DK01,Hovedstaden,2017,81.0,DK,Denmark
DK01,Hovedstaden,2018,81.1,DK,Denmark
DK02,Sjælland,2009,78.3,DK,Denmark
DK02,Sjælland,2010,78.5,DK,Denmark
DK02,Sjælland,2011,78.9,DK,Denmark
DK02,Sjælland,2012,79.5,DK,Denmark
DK02,Sjælland,2013,79.7,DK,Denmark
DK02,Sjælland,2014,80.0,DK,Denmark
DK02,Sjælland,2015,80.2,DK,Denmark
DK02,Sjælland,2016,80.2,DK,Denmark
DK02,Sjælland,2017,80.2,DK,Denmark
DK02,Sjælland,2018,80.4,DK,Denmark
DK03,Syddanmark,2009,79.0,DK,Denmark
DK03,Syddanmark,2010,79.4,DK,Denmark
DK03,Syddanmark,2011,79.9,DK,Denmark
DK03,Syddanmark,2012,80.3,DK,Denmark
DK03,Syddanmark,2013,80.6,DK,Denmark
DK03,Syddanmark,2014,80.8,DK,Denmark
DK03,Syddanmark,2015,81.1,DK,Denmark
DK03,Syddanmark,2016,81.2,DK,Denmark
DK03,Syddanmark,2017,81.3,DK,Denmark
DK03,Syddanmark,2018,81.1,DK,Denmark
DK04,Midtjylland,2009,79.7,DK,Denmark
DK04,Midtjylland,2010,80.1,DK,Denmark
DK04,Midtjylland,2011,80.7,DK,Denmark
DK04,Midtjylland,2012,80.7,DK,Denmark
DK04,Midtjylland,2013,80.9,DK,Denmark
DK04,Midtjylland,2014,81.2,DK,Denmark
DK04,Midtjylland,2015,81.3,DK,Denmark
DK04,Midtjylland,2016,81.5,DK,Denmark
DK04,Midtjylland,2017,81.6,DK,Denmark
DK04,Midtjylland,2018,81.3,DK,Denmark
DK05,Nordjylland,2009,78.9,DK,Denmark
DK05,Nordjylland,2010,79.5,DK,Denmark
DK05,Nordjylland,2011,80.0,DK,Denmark
DK05,Nordjylland,2012,80.2,DK,Denmark
DK05,Nordjylland,2013,80.1,DK,Denmark
DK05,Nordjylland,2014,80.9,DK,Denmark
DK05,Nordjylland,2015,80.6,DK,Denmark
DK05,Nordjylland,2016,80.5,DK,Denmark
DK05,Nordjylland,2017,81.3,DK,Denmark
DK05,Nordjylland,2018,80.8,DK,Denmark
EE00,Eesti,2009,75.3,EE,Estonia
EE00,Eesti,2010,76.0,EE,Estonia
EE00,Eesti,2011,76.6,EE,Estonia
EE00,Eesti,2012,76.7,EE,Estonia
EE00,Eesti,2013,77.5,EE,Estonia
EE00,Eesti,2014,77.4,EE,Estonia
EE00,Eesti,2015,78.0,EE,Estonia
EE00,Eesti,2016,78.0,EE,Estonia
EE00,Eesti,2017,78.4,EE,Estonia
EE00,Eesti,2018,78.5,EE,Estonia
EL30,Attiki,2009,80.2,EL,Greece
EL30,Attiki,2010,80.5,EL,Greece
EL30,Attiki,2011,80.5,EL,Greece
EL30,Attiki,2012,80.6,EL,Greece
EL30,Attiki,2013,81.1,EL,Greece
EL30,Attiki,2014,81.1,EL,Greece
EL30,Attiki,2015,80.7,EL,Greece
EL30,Attiki,2016,81.0,EL,Greece
EL30,Attiki,2017,80.9,EL,Greece
EL30,Attiki,2018,81.3,EL,Greece
EL41,Voreio Aigaio,2009,80.8,EL,Greece
EL41,Voreio Aigaio,2010,81.4,EL,Greece
EL41,Voreio Aigaio,2011,81.6,EL,Greece
EL41,Voreio Aigaio,2012,80.7,EL,Greece
EL41,Voreio Aigaio,2013,81.9,EL,Greece
EL41,Voreio Aigaio,2014,81.9,EL,Greece
EL41,Voreio Aigaio,2015,81.8,EL,Greece
EL41,Voreio Aigaio,2016,82.2,EL,Greece
EL41,Voreio Aigaio,2017,81.8,EL,Greece
EL41,Voreio Aigaio,2018,82.9,EL,Greece
EL42,Notio Aigaio,2009,81.2,EL,Greece
EL42,Notio Aigaio,2010,81.1,EL,Greece
EL42,Notio Aigaio,2011,81.1,EL,Greece
EL42,Notio Aigaio,2012,81.4,EL,Greece
EL42,Notio Aigaio,2013,82.2,EL,Greece
EL42,Notio Aigaio,2014,81.6,EL,Greece
EL42,Notio Aigaio,2015,81.7,EL,Greece
EL42,Notio Aigaio,2016,81.9,EL,Greece
EL42,Notio Aigaio,2017,82.4,EL,Greece
EL42,Notio Aigaio,2018,82.7,EL,Greece
EL43,Kriti,2009,81.3,EL,Greece
EL43,Kriti,2010,81.5,EL,Greece
EL43,Kriti,2011,81.5,EL,Greece
EL43,Kriti,2012,81.4,EL,Greece
EL43,Kriti,2013,82.3,EL,Greece
EL43,Kriti,2014,82.0,EL,Greece
EL43,Kriti,2015,81.7,EL,Greece
EL43,Kriti,2016,82.2,EL,Greece
EL43,Kriti,2017,81.7,EL,Greece
EL43,Kriti,2018,82.6,EL,Greece
EL51,"Anatoliki Makedonia, Thraki",2009,79.1,EL,Greece
EL51,"Anatoliki Makedonia, Thraki",2010,79.0,EL,Greece
EL51,"Anatoliki Makedonia, Thraki",2011,79.7,EL,Greece
EL51,"Anatoliki Makedonia, Thraki",2012,79.8,EL,Greece
EL51,"Anatoliki Makedonia, Thraki",2013,80.0,EL,Greece
EL51,"Anatoliki Makedonia, Thraki",2014,80.6,EL,Greece
EL51,"Anatoliki Makedonia, Thraki",2015,80.5,EL,Greece
EL51,"Anatoliki Makedonia, Thraki",2016,81.0,EL,Greece
EL51,"Anatoliki Makedonia, Thraki",2017,80.1,EL,Greece
EL51,"Anatoliki Makedonia, Thraki",2018,81.4,EL,Greece
EL52,Kentriki Makedonia,2009,80.1,EL,Greece
EL52,Kentriki Makedonia,2010,80.2,EL,Greece
EL52,Kentriki Makedonia,2011,80.7,EL,Greece
EL52,Kentriki Makedonia,2012,80.4,EL,Greece
EL52,Kentriki Makedonia,2013,81.3,EL,Greece
EL52,Kentriki Makedonia,2014,81.2,EL,Greece
EL52,Kentriki Makedonia,2015,81.0,EL,Greece
EL52,Kentriki Makedonia,2016,81.3,EL,Greece
EL52,Kentriki Makedonia,2017,81.4,EL,Greece
EL52,Kentriki Makedonia,2018,81.9,EL,Greece
EL53,Dytiki Makedonia,2009,80.4,EL,Greece
EL53,Dytiki Makedonia,2010,80.9,EL,Greece
EL53,Dytiki Makedonia,2011,81.1,EL,Greece
EL53,Dytiki Makedonia,2012,80.9,EL,Greece
EL53,Dytiki Makedonia,2013,81.3,EL,Greece
EL53,Dytiki Makedonia,2014,82.2,EL,Greece
EL53,Dytiki Makedonia,2015,81.5,EL,Greece
EL53,Dytiki Makedonia,2016,81.8,EL,Greece
EL53,Dytiki Makedonia,2017,82.2,EL,Greece
EL53,Dytiki Makedonia,2018,83.0,EL,Greece
EL54,Ipeiros,2009,82.2,EL,Greece
EL54,Ipeiros,2010,82.7,EL,Greece
EL54,Ipeiros,2011,82.2,EL,Greece
EL54,Ipeiros,2012,82.3,EL,Greece
EL54,Ipeiros,2013,82.6,EL,Greece
EL54,Ipeiros,2014,83.5,EL,Greece
EL54,Ipeiros,2015,82.9,EL,Greece
EL54,Ipeiros,2016,83.4,EL,Greece
EL54,Ipeiros,2017,83.6,EL,Greece
EL54,Ipeiros,2018,83.6,EL,Greece
EL61,Thessalia,2009,80.3,EL,Greece
EL61,Thessalia,2010,81.0,EL,Greece
EL61,Thessalia,2011,80.7,EL,Greece
EL61,Thessalia,2012,80.8,EL,Greece
EL61,Thessalia,2013,81.8,EL,Greece
EL61,Thessalia,2014,81.7,EL,Greece
EL61,Thessalia,2015,81.7,EL,Greece
EL61,Thessalia,2016,81.9,EL,Greece
EL61,Thessalia,2017,81.8,EL,Greece
EL61,Thessalia,2018,82.6,EL,Greece
EL62,Ionia Nisia,2009,80.6,EL,Greece
EL62,Ionia Nisia,2010,81.6,EL,Greece
EL62,Ionia Nisia,2011,81.5,EL,Greece
EL62,Ionia Nisia,2012,81.4,EL,Greece
EL62,Ionia Nisia,2013,81.6,EL,Greece
EL62,Ionia Nisia,2014,81.7,EL,Greece
EL62,Ionia Nisia,2015,80.8,EL,Greece
EL62,Ionia Nisia,2016,81.4,EL,Greece
EL62,Ionia Nisia,2017,80.9,EL,Greece
EL62,Ionia Nisia,2018,81.3,EL,Greece
EL63,Dytiki Ellada,2009,80.2,EL,Greece
EL63,Dytiki Ellada,2010,80.3,EL,Greece
EL63,Dytiki Ellada,2011,80.8,EL,Greece
EL63,Dytiki Ellada,2012,80.4,EL,Greece
EL63,Dytiki Ellada,2013,80.9,EL,Greece
EL63,Dytiki Ellada,2014,81.5,EL,Greece
EL63,Dytiki Ellada,2015,80.9,EL,Greece
EL63,Dytiki Ellada,2016,81.2,EL,Greece
EL63,Dytiki Ellada,2017,81.4,EL,Greece
EL63,Dytiki Ellada,2018,81.7,EL,Greece
EL64,Sterea Ellada,2009,81.2,EL,Greece
EL64,Sterea Ellada,2010,81.4,EL,Greece
EL64,Sterea Ellada,2011,80.9,EL,Greece
EL64,Sterea Ellada,2012,81.1,EL,Greece
EL64,Sterea Ellada,2013,82.2,EL,Greece
EL64,Sterea Ellada,2014,81.9,EL,Greece
EL64,Sterea Ellada,2015,81.7,EL,Greece
EL64,Sterea Ellada,2016,81.8,EL,Greece
EL64,Sterea Ellada,2017,81.9,EL,Greece
EL64,Sterea Ellada,2018,82.3,EL,Greece
EL65,Peloponnisos,2009,80.6,EL,Greece
EL65,Peloponnisos,2010,80.9,EL,Greece
EL65,Peloponnisos,2011,81.2,EL,Greece
EL65,Peloponnisos,2012,80.7,EL,Greece
EL65,Peloponnisos,2013,82.0,EL,Greece
EL65,Peloponnisos,2014,82.0,EL,Greece
EL65,Peloponnisos,2015,81.3,EL,Greece
EL65,Peloponnisos,2016,82.3,EL,Greece
EL65,Peloponnisos,2017,81.8,EL,Greece
EL65,Peloponnisos,2018,82.1,EL,Greece
ES11,Galicia,2009,81.7,ES,Spain
ES11,Galicia,2010,82.3,ES,Spain
ES11,Galicia,2011,82.5,ES,Spain
ES11,Galicia,2012,82.5,ES,Spain
ES11,Galicia,2013,82.9,ES,Spain
ES11,Galicia,2014,83.4,ES,Spain
ES11,Galicia,2015,82.9,ES,Spain
ES11,Galicia,2016,83.0,ES,Spain
ES11,Galicia,2017,83.4,ES,Spain
ES11,Galicia,2018,83.5,ES,Spain
ES12,Principado de Asturias,2009,81.3,ES,Spain
ES12,Principado de Asturias,2010,81.5,ES,Spain
ES12,Principado de Asturias,2011,81.7,ES,Spain
ES12,Principado de Asturias,2012,81.8,ES,Spain
ES12,Principado de Asturias,2013,82.5,ES,Spain
ES12,Principado de Asturias,2014,82.5,ES,Spain
ES12,Principado de Asturias,2015,82.4,ES,Spain
ES12,Principado de Asturias,2016,82.6,ES,Spain
ES12,Principado de Asturias,2017,82.8,ES,Spain
ES12,Principado de Asturias,2018,82.9,ES,Spain
ES13,Cantabria,2009,82.3,ES,Spain
ES13,Cantabria,2010,82.5,ES,Spain
ES13,Cantabria,2011,82.8,ES,Spain
ES13,Cantabria,2012,82.8,ES,Spain
ES13,Cantabria,2013,83.4,ES,Spain
ES13,Cantabria,2014,83.1,ES,Spain
ES13,Cantabria,2015,82.9,ES,Spain
ES13,Cantabria,2016,83.5,ES,Spain
ES13,Cantabria,2017,83.6,ES,Spain
ES13,Cantabria,2018,83.6,ES,Spain
ES21,País Vasco,2009,82.3,ES,Spain
ES21,País Vasco,2010,82.8,ES,Spain
ES21,País Vasco,2011,82.9,ES,Spain
ES21,País Vasco,2012,83.1,ES,Spain
ES21,País Vasco,2013,83.7,ES,Spain
ES21,País Vasco,2014,83.9,ES,Spain
ES21,País Vasco,2015,83.5,ES,Spain
ES21,País Vasco,2016,83.9,ES,Spain
ES21,País Vasco,2017,84.0,ES,Spain
ES21,País Vasco,2018,84.1,ES,Spain
ES22,Comunidad Foral de Navarra,2009,83.3,ES,Spain
ES22,Comunidad Foral de Navarra,2010,84.1,ES,Spain
ES22,Comunidad Foral de Navarra,2011,83.9,ES,Spain
ES22,Comunidad Foral de Navarra,2012,83.8,ES,Spain
ES22,Comunidad Foral de Navarra,2013,84.0,ES,Spain
ES22,Comunidad Foral de Navarra,2014,83.9,ES,Spain
ES22,Comunidad Foral de Navarra,2015,84.0,ES,Spain
ES22,Comunidad Foral de Navarra,2016,84.1,ES,Spain
ES22,Comunidad Foral de Navarra,2017,84.1,ES,Spain
ES22,Comunidad Foral de Navarra,2018,84.4,ES,Spain
ES23,La Rioja,2009,83.0,ES,Spain
ES23,La Rioja,2010,83.3,ES,Spain
ES23,La Rioja,2011,83.2,ES,Spain
ES23,La Rioja,2012,83.0,ES,Spain
ES23,La Rioja,2013,84.0,ES,Spain
ES23,La Rioja,2014,84.2,ES,Spain
ES23,La Rioja,2015,83.7,ES,Spain
ES23,La Rioja,2016,84.3,ES,Spain
ES23,La Rioja,2017,84.0,ES,Spain
ES23,La Rioja,2018,83.9,ES,Spain
ES24,Aragón,2009,82.3,ES,Spain
ES24,Aragón,2010,82.6,ES,Spain
ES24,Aragón,2011,82.7,ES,Spain
ES24,Aragón,2012,83.0,ES,Spain
ES24,Aragón,2013,83.4,ES,Spain
ES24,Aragón,2014,83.2,ES,Spain
ES24,Aragón,2015,83.0,ES,Spain
ES24,Aragón,2016,83.8,ES,Spain
ES24,Aragón,2017,83.5,ES,Spain
ES24,Aragón,2018,83.8,ES,Spain
ES30,Comunidad de Madrid,2009,83.3,ES,Spain
ES30,Comunidad de Madrid,2010,83.9,ES,Spain
ES30,Comunidad de Madrid,2011,84.2,ES,Spain
ES30,Comunidad de Madrid,2012,84.2,ES,Spain
ES30,Comunidad de Madrid,2013,84.8,ES,Spain
ES30,Comunidad de Madrid,2014,84.9,ES,Spain
