geo,geo_label,time_period,obs_value,geo_country,country
AT13,Wien,2018,80.6,AT,Austria
AT21,Kärnten,2009,80.8,AT,Austria
AT21,Kärnten,2010,81.0,AT,Austria
AT21,Kärnten,2011,81.4,AT,Austria
AT21,Kärnten,2012,81.2,AT,Austria
AT21,Kärnten,2013,81.7,AT,Austria
AT21,Kärnten,2014,81.8,AT,Austria
AT21,Kärnten,2015,81.4,AT,Austria
AT21,Kärnten,2016,81.8,AT,Austria
AT21,Kärnten,2017,81.9,AT,Austria
AT21,Kärnten,2018,81.6,AT,Austria
AT22,Steiermark,2009,80.6,AT,Austria
AT22,Steiermark,2010,81.0,AT,Austria
AT22,Steiermark,2011,81.4,AT,Austria
AT22,Steiermark,2012,81.5,AT,Austria
AT22,Steiermark,2013,81.8,AT,Austria
AT22,Steiermark,2014,82.0,AT,Austria
AT22,Steiermark,2015,81.3,AT,Austria
AT22,Steiermark,2016,82.1,AT,Austria
AT22,Steiermark,2017,81.8,AT,Austria
AT22,Steiermark,2018,82.2,AT,Austria
AT31,Oberösterreich,2009,80.8,AT,Austria
AT31,Oberösterreich,2010,81.0,AT,Austria
AT31,Oberösterreich,2011,81.5,AT,Austria
AT31,Oberösterreich,2012,81.5,AT,Austria
AT31,Oberösterreich,2013,81.4,AT,Austria
AT31,Oberösterreich,2014,82.0,AT,Austria
AT31,Oberösterreich,2015,81.5,AT,Austria
AT31,Oberösterreich,2016,82.2,AT,Austria
AT31,Oberösterreich,2017,82.0,AT,Austria
AT31,Oberösterreich,2018,82.2,AT,Austria
AT32,Salzburg,2009,81.4,AT,Austria
AT32,Salzburg,2010,81.6,AT,Austria
AT32,Salzburg,2011,81.9,AT,Austria
AT32,Salzburg,2012,82.1,AT,Austria
AT32,Salzburg,2013,82.2,AT,Austria
AT32,Salzburg,2014,82.6,AT,Austria
AT32,Salzburg,2015,82.4,AT,Austria
AT32,Salzburg,2016,82.7,AT,Austria
AT32,Salzburg,2017,82.4,AT,Austria
AT32,Salzburg,2018,82.9,AT,Austria
AT33,Tirol,2009,81.6,AT,Austria
AT33,Tirol,2010,81.9,AT,Austria
AT33,Tirol,2011,82.3,AT,Austria
AT33,Tirol,2012,82.2,AT,Austria
AT33,Tirol,2013,82.4,AT,Austria
AT33,Tirol,2014,82.8,AT,Austria
AT33,Tirol,2015,82.4,AT,Austria
AT33,Tirol,2016,82.8,AT,Austria
AT33,Tirol,2017,83.2,AT,Austria
AT33,Tirol,2018,83.0,AT,Austria
AT34,Vorarlberg,2009,81.7,AT,Austria
AT34,Vorarlberg,2010,82.0,AT,Austria
AT34,Vorarlberg,2011,82.5,AT,Austria
AT34,Vorarlberg,2012,82.2,AT,Austria
AT34,Vorarlberg,2013,82.3,AT,Austria
AT34,Vorarlberg,2014,83.1,AT,Austria
AT34,Vorarlberg,2015,82.4,AT,Austria
AT34,Vorarlberg,2016,82.7,AT,Austria
AT34,Vorarlberg,2017,82.4,AT,Austria
AT34,Vorarlberg,2018,82.9,AT,Austria
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2009,79.9,BE,Belgium
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2010,80.2,BE,Belgium
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2011,80.8,BE,Belgium
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2012,80.1,BE,Belgium
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2013,80.6,BE,Belgium
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2014,81.1,BE,Belgium
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2015,80.9,BE,Belgium
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2016,81.3,BE,Belgium
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2017,81.2,BE,Belgium
BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2018,81.5,BE,Belgium
BE21,Prov. Antwerpen,2009,80.9,BE,Belgium
BE21,Prov. Antwerpen,2010,81.1,BE,Belgium
BE21,Prov. Antwerpen,2011,81.6,BE,Belgium
BE21,Prov. Antwerpen,2012,81.1,BE,Belgium
BE21,Prov. Antwerpen,2013,81.5,BE,Belgium
BE21,Prov. Antwerpen,2014,82.2,BE,Belgium
BE21,Prov. Antwerpen,2015,82.0,BE,Belgium
BE21,Prov. Antwerpen,2016,82.4,BE,Belgium
BE21,Prov. Antwerpen,2017,82.4,BE,Belgium
BE21,Prov. Antwerpen,2018,82.5,BE,Belgium
BE22,Prov. Limburg (BE),2009,81.2,BE,Belgium
BE22,Prov. Limburg (BE),2010,81.5,BE,Belgium
BE22,Prov. Limburg (BE),2011,81.7,BE,Belgium
BE22,Prov. Limburg (BE),2012,81.6,BE,Belgium
BE22,Prov. Limburg (BE),2013,82.1,BE,Belgium
BE22,Prov. Limburg (BE),2014,82.7,BE,Belgium
BE22,Prov. Limburg (BE),2015,82.5,BE,Belgium
BE22,Prov. Limburg (BE),2016,82.9,BE,Belgium
BE22,Prov. Limburg (BE),2017,83.1,BE,Belgium
BE22,Prov. Limburg (BE),2018,83.1,BE,Belgium
BE23,Prov. Oost-Vlaanderen,2009,80.4,BE,Belgium
BE23,Prov. Oost-Vlaanderen,2010,80.8,BE,Belgium
BE23,Prov. Oost-Vlaanderen,2011,81.0,BE,Belgium
BE23,Prov. Oost-Vlaanderen,2012,80.9,BE,Belgium
BE23,Prov. Oost-Vlaanderen,2013,81.1,BE,Belgium
BE23,Prov. Oost-Vlaanderen,2014,82.1,BE,Belgium
BE23,Prov. Oost-Vlaanderen,2015,81.5,BE,Belgium
BE23,Prov. Oost-Vlaanderen,2016,82.2,BE,Belgium
BE23,Prov. Oost-Vlaanderen,2017,82.2,BE,Belgium
BE23,Prov. Oost-Vlaanderen,2018,82.3,BE,Belgium
BE24,Prov. Vlaams-Brabant,2009,81.5,BE,Belgium
BE24,Prov. Vlaams-Brabant,2010,81.7,BE,Belgium
BE24,Prov. Vlaams-Brabant,2011,82.1,BE,Belgium
BE24,Prov. Vlaams-Brabant,2012,81.9,BE,Belgium
BE24,Prov. Vlaams-Brabant,2013,82.0,BE,Belgium
BE24,Prov. Vlaams-Brabant,2014,82.6,BE,Belgium
BE24,Prov. Vlaams-Brabant,2015,82.5,BE,Belgium
BE24,Prov. Vlaams-Brabant,2016,82.9,BE,Belgium
BE24,Prov. Vlaams-Brabant,2017,83.0,BE,Belgium
BE24,Prov. Vlaams-Brabant,2018,83.0,BE,Belgium
BE25,Prov. West-Vlaanderen,2009,80.9,BE,Belgium
BE25,Prov. West-Vlaanderen,2010,81.1,BE,Belgium
BE25,Prov. West-Vlaanderen,2011,81.6,BE,Belgium
BE25,Prov. West-Vlaanderen,2012,81.6,BE,Belgium
BE25,Prov. West-Vlaanderen,2013,81.5,BE,Belgium
BE25,Prov. West-Vlaanderen,2014,82.3,BE,Belgium
BE25,Prov. West-Vlaanderen,2015,82.0,BE,Belgium
BE25,Prov. West-Vlaanderen,2016,82.7,BE,Belgium
BE25,Prov. West-Vlaanderen,2017,82.4,BE,Belgium
BE25,Prov. West-Vlaanderen,2018,82.6,BE,Belgium
BE31,Prov. Brabant wallon,2009,80.9,BE,Belgium
BE31,Prov. Brabant wallon,2010,81.1,BE,Belgium
BE31,Prov. Brabant wallon,2011,81.3,BE,Belgium
BE31,Prov. Brabant wallon,2012,81.0,BE,Belgium
BE31,Prov. Brabant wallon,2013,82.0,BE,Belgium
BE31,Prov. Brabant wallon,2014,81.7,BE,Belgium
BE31,Prov. Brabant wallon,2015,81.7,BE,Belgium
BE31,Prov. Brabant wallon,2016,82.4,BE,Belgium
BE31,Prov. Brabant wallon,2017,82.1,BE,Belgium
BE31,Prov. Brabant wallon,2018,82.7,BE,Belgium
BE32,Prov. Hainaut,2009,77.8,BE,Belgium
BE32,Prov. Hainaut,2010,78.0,BE,Belgium
BE32,Prov. Hainaut,2011,78.2,BE,Belgium
BE32,Prov. Hainaut,2012,78.2,BE,Belgium
BE32,Prov. Hainaut,2013,78.3,BE,Belgium
BE32,Prov. Hainaut,2014,78.9,BE,Belgium
BE32,Prov. Hainaut,2015,78.6,BE,Belgium
BE32,Prov. Hainaut,2016,78.8,BE,Belgium
BE32,Prov. Hainaut,2017,79.4,BE,Belgium
BE32,Prov. Hainaut,2018,79.1,BE,Belgium
BE33,Prov. Liège,2009,78.8,BE,Belgium
BE33,Prov. Liège,2010,78.9,BE,Belgium
BE33,Prov. Liège,2011,79.0,BE,Belgium
BE33,Prov. Liège,2012,79.2,BE,Belgium
BE33,Prov. Liège,2013,79.4,BE,Belgium
BE33,Prov. Liège,2014,79.9,BE,Belgium
BE33,Prov. Liège,2015,79.4,BE,Belgium
BE33,Prov. Liège,2016,80.0,BE,Belgium
BE33,Prov. Liège,2017,79.9,BE,Belgium
BE33,Prov. Liège,2018,80.0,BE,Belgium
BE34,Prov. Luxembourg (BE),2009,78.8,BE,Belgium
BE34,Prov. Luxembourg (BE),2010,78.9,BE,Belgium
BE34,Prov. Luxembourg (BE),2011,79.4,BE,Belgium
BE34,Prov. Luxembourg (BE),2012,79.4,BE,Belgium
BE34,Prov. Luxembourg (BE),2013,79.2,BE,Belgium
BE34,Prov. Luxembourg (BE),2014,80.5,BE,Belgium
BE34,Prov. Luxembourg (BE),2015,80.1,BE,Belgium
BE34,Prov. Luxembourg (BE),2016,79.9,BE,Belgium
BE34,Prov. Luxembourg (BE),2017,80.3,BE,Belgium
BE34,Prov. Luxembourg (BE),2018,80.6,BE,Belgium
BE35,Prov. Namur,2009,78.7,BE,Belgium
BE35,Prov. Namur,2010,78.8,BE,Belgium
BE35,Prov. Namur,2011,79.2,BE,Belgium
BE35,Prov. Namur,2012,78.7,BE,Belgium
BE35,Prov. Namur,2013,78.7,BE,Belgium
BE35,Prov. Namur,2014,79.4,BE,Belgium
BE35,Prov. Namur,2015,79.3,BE,Belgium
BE35,Prov. Namur,2016,79.7,BE,Belgium
BE35,Prov. Namur,2017,79.7,BE,Belgium
BE35,Prov. Namur,2018,79.9,BE,Belgium
BG31,Severozapaden,2009,72.9,BG,Bulgaria
BG31,Severozapaden,2010,72.7,BG,Bulgaria
BG31,Severozapaden,2011,73.0,BG,Bulgaria
BG31,Severozapaden,2012,72.9,BG,Bulgaria
BG31,Severozapaden,2013,73.7,BG,Bulgaria
BG31,Severozapaden,2014,73.0,BG,Bulgaria
BG31,Severozapaden,2015,73.5,BG,Bulgaria
BG31,Severozapaden,2016,73.3,BG,Bulgaria
BG31,Severozapaden,2017,73.5,BG,Bulgaria
BG31,Severozapaden,2018,73.6,BG,Bulgaria
BG32,Severen tsentralen,2009,73.2,BG,Bulgaria
BG32,Severen tsentralen,2010,73.3,BG,Bulgaria
BG32,Severen tsentralen,2011,73.7,BG,Bulgaria
BG32,Severen tsentralen,2012,73.8,BG,Bulgaria
BG32,Severen tsentralen,2013,74.3,BG,Bulgaria
BG32,Severen tsentralen,2014,74.0,BG,Bulgaria
BG32,Severen tsentralen,2015,74.1,BG,Bulgaria
BG32,Severen tsentralen,2016,74.4,BG,Bulgaria
BG32,Severen tsentralen,2017,74.2,BG,Bulgaria
BG32,Severen tsentralen,2018,74.4,BG,Bulgaria
BG33,Severoiztochen,2009,73.2,BG,Bulgaria
BG33,Severoiztochen,2010,73.1,BG,Bulgaria
BG33,Severoiztochen,2011,73.9,BG,Bulgaria
BG33,Severoiztochen,2012,74.0,BG,Bulgaria
BG33,Severoiztochen,2013,74.6,BG,Bulgaria
BG33,Severoiztochen,2014,74.4,BG,Bulgaria
BG33,Severoiztochen,2015,74.4,BG,Bulgaria
BG33,Severoiztochen,2016,74.8,BG,Bulgaria
BG33,Severoiztochen,2017,74.7,BG,Bulgaria
BG33,Severoiztochen,2018,74.7,BG,Bulgaria
BG34,Yugoiztochen,2009,72.9,BG,Bulgaria
BG34,Yugoiztochen,2010,72.6,BG,Bulgaria
BG34,Yugoiztochen,2011,73.4,BG,Bulgaria
BG34,Yugoiztochen,2012,73.9,BG,Bulgaria
BG34,Yugoiztochen,2013,74.5,BG,Bulgaria
BG34,Yugoiztochen,2014,74.0,BG,Bulgaria
BG34,Yugoiztochen,2015,74.3,BG,Bulgaria
BG34,Yugoiztochen,2016,74.4,BG,Bulgaria
BG34,Yugoiztochen,2017,74.3,BG,Bulgaria
BG34,Yugoiztochen,2018,74.4,BG,Bulgaria
BG41,Yugozapaden,2009,74.5,BG,Bulgaria
BG41,Yugozapaden,2010,75.0,BG,Bulgaria
BG41,Yugozapaden,2011,75.2,BG,Bulgaria
BG41,Yugozapaden,2012,75.3,BG,Bulgaria
BG41,Yugozapaden,2013,75.7,BG,Bulgaria
BG41,Yugozapaden,2014,75.3,BG,Bulgaria
BG41,Yugozapaden,2015,75.6,BG,Bulgaria
BG41,Yugozapaden,2016,75.7,BG,Bulgaria
BG41,Yugozapaden,2017,75.7,BG,Bulgaria
BG41,Yugozapaden,2018,75.9,BG,Bulgaria
BG42,Yuzhen tsentralen,2009,74.3,BG,Bulgaria
BG42,Yuzhen tsentralen,2010,74.5,BG,Bulgaria
BG42,Yuzhen tsentralen,2011,74.6,BG,Bulgaria
BG42,Yuzhen tsentralen,2012,74.9,BG,Bulgaria
BG42,Yuzhen tsentralen,2013,75.4,BG,Bulgaria
BG42,Yuzhen tsentralen,2014,75.1,BG,Bulgaria
BG42,Yuzhen tsentralen,2015,74.8,BG,Bulgaria
BG42,Yuzhen tsentralen,2016,75.3,BG,Bulgaria
BG42,Yuzhen tsentralen,2017,75.2,BG,Bulgaria
BG42,Yuzhen tsentralen,2018,75.5,BG,Bulgaria
CH01,Région lémanique,2009,82.4,CH,Switzerland
CH01,Région lémanique,2010,82.9,CH,Switzerland
CH01,Région lémanique,2011,83.3,CH,Switzerland
CH01,Région lémanique,2012,83.2,CH,Switzerland
CH01,Région lémanique,2013,83.2,CH,Switzerland
CH01,Région lémanique,2014,83.9,CH,Switzerland
CH01,Région lémanique,2015,83.4,CH,Switzerland
CH01,Région lémanique,2016,84.2,CH,Switzerland
CH01,Région lémanique,2017,83.9,CH,Switzerland
CH01,Région lémanique,2018,84.2,CH,Switzerland
CH02,Espace Mittelland,2009,82.1,CH,Switzerland
CH02,Espace Mittelland,2010,82.3,CH,Switzerland
CH02,Espace Mittelland,2011,82.3,CH,Switzerland
CH02,Espace Mittelland,2012,82.4,CH,Switzerland
CH02,Espace Mittelland,2013,82.5,CH,Switzerland
CH02,Espace Mittelland,2014,82.9,CH,Switzerland
CH02,Espace Mittelland,2015,82.6,CH,Switzerland
CH02,Espace Mittelland,2016,83.1,CH,Switzerland
CH02,Espace Mittelland,2017,83.1,CH,Switzerland
CH02,Espace Mittelland,2018,83.3,CH,Switzerland
CH03,Nordwestschweiz,2009,82.2,CH,Switzerland
CH03,Nordwestschweiz,2010,82.5,CH,Switzerland
CH03,Nordwestschweiz,2011,82.8,CH,Switzerland
CH03,Nordwestschweiz,2012,82.9,CH,Switzerland
CH03,Nordwestschweiz,2013,82.9,CH,Switzerland
CH03,Nordwestschweiz,2014,83.3,CH,Switzerland
CH03,Nordwestschweiz,2015,82.8,CH,Switzerland
CH03,Nordwestschweiz,2016,83.6,CH,Switzerland
CH03,Nordwestschweiz,2017,83.8,CH,Switzerland
CH03,Nordwestschweiz,2018,83.9,CH,Switzerland
CH04,Zürich,2009,82.6,CH,Switzerland
CH04,Zürich,2010,82.7,CH,Switzerland
CH04,Zürich,2011,83.0,CH,Switzerland
CH04,Zürich,2012,83.0,CH,Switzerland
CH04,Zürich,2013,83.0,CH,Switzerland
CH04,Zürich,2014,83.4,CH,Switzerland
CH04,Zürich,2015,83.2,CH,Switzerland
CH04,Zürich,2016,83.9,CH,Switzerland
CH04,Zürich,2017,83.8,CH,Switzerland
CH04,Zürich,2018,84.0,CH,Switzerland
CH05,Ostschweiz,2009,82.2,CH,Switzerland
CH05,Ostschweiz,2010,82.3,CH,Switzerland
CH05,Ostschweiz,2011,82.6,CH,Switzerland
CH05,Ostschweiz,2012,82.3,CH,Switzerland
CH05,Ostschweiz,2013,82.7,CH,Switzerland
CH05,Ostschweiz,2014,82.8,CH,Switzerland
CH05,Ostschweiz,2015,82.9,CH,Switzerland
CH05,Ostschweiz,2016,83.4,CH,Switzerland
CH05,Ostschweiz,2017,83.5,CH,Switzerland
CH05,Ostschweiz,2018,83.6,CH,Switzerland
CH06,Zentralschweiz,2009,82.2,CH,Switzerland
CH06,Zentralschweiz,2010,82.8,CH,Switzerland
CH06,Zentralschweiz,2011,83.0,CH,Switzerland
CH06,Zentralschweiz,2012,83.1,CH,Switzerland
CH06,Zentralschweiz,2013,83.2,CH,Switzerland
CH06,Zentralschweiz,2014,83.5,CH,Switzerland
CH06,Zentralschweiz,2015,83.1,CH,Switzerland
CH06,Zentralschweiz,2016,84.0,CH,Switzerland
CH06,Zentralschweiz,2017,84.0,CH,Switzerland
CH06,Zentralschweiz,2018,84.0,CH,Switzerland
CH07,Ticino,2009,83.7,CH,Switzerland
CH07,Ticino,2010,83.3,CH,Switzerland
CH07,Ticino,2011,84.0,CH,Switzerland
CH07,Ticino,2012,83.8,CH,Switzerland
CH07,Ticino,2013,83.8,CH,Switzerland
CH07,Ticino,2014,84.6,CH,Switzerland
CH07,Ticino,2015,83.7,CH,Switzerland
CH07,Ticino,2016,85.0,CH,Switzerland
CH07,Ticino,2017,84.4,CH,Switzerland
CH07,Ticino,2018,85.2,CH,Switzerland
CY00,Kypros,2009,81.0,CY,Cyprus
CY00,Kypros,2010,81.5,CY,Cyprus
CY00,Kypros,2011,81.2,CY,Cyprus
CY00,Kypros,2012,81.1,CY,Cyprus
CY00,Kypros,2013,82.5,CY,Cyprus
CY00,Kypros,2014,82.3,CY,Cyprus
CY00,Kypros,2015,81.8,CY,Cyprus
CY00,Kypros,2016,82.7,CY,Cyprus
CY00,Kypros,2017,82.2,CY,Cyprus
CY00,Kypros,2018,82.9,CY,Cyprus
CZ01,Praha,2009,79.1,CZ,Czechia
CZ01,Praha,2010,79.3,CZ,Czechia
CZ01,Praha,2011,79.7,CZ,Czechia
CZ01,Praha,2012,79.7,CZ,Czechia
CZ01,Praha,2013,80.1,CZ,Czechia
CZ01,Praha,2014,80.3,CZ,Czechia
CZ01,Praha,2015,80.3,CZ,Czechia
CZ01,Praha,2016,80.6,CZ,Czechia
CZ01,Praha,2017,80.8,CZ,Czechia
CZ01,Praha,2018,80.8,CZ,Czechia
CZ02,Strední Cechy,2009,77.2,CZ,Czechia
CZ02,Strední Cechy,2010,77.7,CZ,Czechia
CZ02,Strední Cechy,2011,77.9,CZ,Czechia
CZ02,Strední Cechy,2012,78.0,CZ,Czechia
CZ02,Strední Cechy,2013,78.2,CZ,Czechia
CZ02,Strední Cechy,2014,79.0,CZ,Czechia
CZ02,Strední Cechy,2015,78.8,CZ,Czechia
CZ02,Strední Cechy,2016,79.2,CZ,Czechia
CZ02,Strední Cechy,2017,79.1,CZ,Czechia
CZ02,Strední Cechy,2018,79.0,CZ,Czechia
CZ03,Jihozápad,2009,77.6,CZ,Czechia
CZ03,Jihozápad,2010,77.9,CZ,Czechia
CZ03,Jihozápad,2011,78.1,CZ,Czechia
CZ03,Jihozápad,2012,78.3,CZ,Czechia
CZ03,Jihozápad,2013,78.4,CZ,Czechia
CZ03,Jihozápad,2014,79.1,CZ,Czechia
CZ03,Jihozápad,2015,78.5,CZ,Czechia
CZ03,Jihozápad,2016,79.3,CZ,Czechia
CZ03,Jihozápad,2017,79.2,CZ,Czechia
CZ03,Jihozápad,2018,79.2,CZ,Czechia
CZ04,Severozápad,2009,75.6,CZ,Czechia
CZ04,Severozápad,2010,75.8,CZ,Czechia
CZ04,Severozápad,2011,76.3,CZ,Czechia
CZ04,Severozápad,2012,76.5,CZ,Czechia
CZ04,Severozápad,2013,76.4,CZ,Czechia
CZ04,Severozápad,2014,77.0,CZ,Czechia
CZ04,Severozápad,2015,76.9,CZ,Czechia
CZ04,Severozápad,2016,77.2,CZ,Czechia
CZ04,Severozápad,2017,77.1,CZ,Czechia
CZ04,Severozápad,2018,77.2,CZ,Czechia
CZ05,Severovýchod,2009,77.9,CZ,Czechia
CZ05,Severovýchod,2010,78.1,CZ,Czechia
CZ05,Severovýchod,2011,78.2,CZ,Czechia
CZ05,Severovýchod,2012,78.3,CZ,Czechia
CZ05,Severovýchod,2013,78.6,CZ,Czechia
CZ05,Severovýchod,2014,79.3,CZ,Czechia
CZ05,Severovýchod,2015,79.1,CZ,Czechia
CZ05,Severovýchod,2016,79.6,CZ,Czechia
CZ05,Severovýchod,2017,79.5,CZ,Czechia
CZ05,Severovýchod,2018,79.4,CZ,Czechia
CZ06,Jihovýchod,2009,78.1,CZ,Czechia
CZ06,Jihovýchod,2010,78.5,CZ,Czechia
CZ06,Jihovýchod,2011,78.8,CZ,Czechia
CZ06,Jihovýchod,2012,78.8,CZ,Czechia
CZ06,Jihovýchod,2013,79.1,CZ,Czechia
CZ06,Jihovýchod,2014,79.7,CZ,Czechia
CZ06,Jihovýchod,2015,79.5,CZ,Czechia
CZ06,Jihovýchod,2016,79.9,CZ,Czechia
CZ06,Jihovýchod,2017,79.7,CZ,Czechia
CZ06,Jihovýchod,2018,79.7,CZ,Czechia
CZ07,Strední Morava,2009,77.2,CZ,Czechia
CZ07,Strední Morava,2010,77.6,CZ,Czechia
CZ07,Strední Morava,2011,77.9,CZ,Czechia
CZ07,Strední Morava,2012,78.2,CZ,Czechia
CZ07,Strední Morava,2013,78.1,CZ,Czechia
CZ07,Strední Morava,2014,78.9,CZ,Czechia
CZ07,Strední Morava,2015,78.6,CZ,Czechia
CZ07,Strední Morava,2016,78.9,CZ,Czechia
CZ07,Strední Morava,2017,78.9,CZ,Czechia
CZ07,Strední Morava,2018,79.1,CZ,Czechia
CZ08,Moravskoslezsko,2009,76.2,CZ,Czechia
CZ08,Moravskoslezsko,2010,76.4,CZ,Czechia
CZ08,Moravskoslezsko,2011,76.5,CZ,Czechia
CZ08,Moravskoslezsko,2012,77.0,CZ,Czechia
CZ08,Moravskoslezsko,2013,77.1,CZ,Czechia
CZ08,Moravskoslezsko,2014,77.6,CZ,Czechia
CZ08,Moravskoslezsko,2015,77.5,CZ,Czechia
CZ08,Moravskoslezsko,2016,78.0,CZ,Czechia
CZ08,Moravskoslezsko,2017,77.8,CZ,Czechia
CZ08,Moravskoslezsko,2018,78.0,CZ,Czechia
DE11,Stuttgart,2009,81.8,DE,Germany
DE11,Stuttgart,2010,81.8,DE,Germany
DE11,Stuttgart,2011,81.9,DE,Germany
DE11,Stuttgart,2012,81.9,DE,Germany
DE11,Stuttgart,2013,82.0,DE,Germany
DE11,Stuttgart,2014,82.5,DE,Germany
DE11,Stuttgart,2015,81.9,DE,Germany
DE11,Stuttgart,2016,82.2,DE,Germany
DE11,Stuttgart,2017,82.3,DE,Germany
DE11,Stuttgart,2018,82.3,DE,Germany
DE12,Karlsruhe,2009,81.1,DE,Germany
DE12,Karlsruhe,2010,81.4,DE,Germany
DE12,Karlsruhe,2011,81.3,DE,Germany
DE12,Karlsruhe,2012,81.5,DE,Germany
DE12,Karlsruhe,2013,81.6,DE,Germany
DE12,Karlsruhe,2014,81.9,DE,Germany
DE12,Karlsruhe,2015,81.4,DE,Germany
DE12,Karlsruhe,2016,81.6,DE,Germany
DE12,Karlsruhe,2017,81.6,DE,Germany
DE12,Karlsruhe,2018,81.7,DE,Germany
DE13,Freiburg,2009,81.7,DE,Germany
DE13,Freiburg,2010,82.0,DE,Germany
DE13,Freiburg,2011,81.9,DE,Germany
DE13,Freiburg,2012,81.9,DE,Germany
DE13,Freiburg,2013,81.8,DE,Germany
DE13,Freiburg,2014,82.2,DE,Germany
DE13,Freiburg,2015,81.9,DE,Germany
DE13,Freiburg,2016,82.0,DE,Germany
DE13,Freiburg,2017,82.2,DE,Germany
DE13,Freiburg,2018,82.2,DE,Germany
DE14,Tübingen,2009,81.8,DE,Germany
DE14,Tübingen,2010,81.8,DE,Germany
DE14,Tübingen,2011,81.8,DE,Germany
DE14,Tübingen,2012,81.7,DE,Germany
DE14,Tübingen,2013,82.2,DE,Germany
DE14,Tübingen,2014,82.4,DE,Germany
DE14,Tübingen,2015,82.0,DE,Germany
DE14,Tübingen,2016,82.2,DE,Germany
DE14,Tübingen,2017,82.2,DE,Germany
DE14,Tübingen,2018,82.5,DE,Germany
DE21,Oberbayern,2009,81.5,DE,Germany
DE21,Oberbayern,2010,81.7,DE,Germany
DE21,Oberbayern,2011,81.8,DE,Germany
DE21,Oberbayern,2012,81.9,DE,Germany
DE21,Oberbayern,2013,82.1,DE,Germany
DE21,Oberbayern,2014,82.6,DE,Germany
DE21,Oberbayern,2015,82.1,DE,Germany
DE21,Oberbayern,2016,82.5,DE,Germany
DE21,Oberbayern,2017,82.5,DE,Germany
DE21,Oberbayern,2018,82.7,DE,Germany
DE22,Niederbayern,2009,80.1,DE,Germany
DE22,Niederbayern,2010,80.4,DE,Germany
DE22,Niederbayern,2011,80.3,DE,Germany
DE22,Niederbayern,2012,80.7,DE,Germany
DE22,Niederbayern,2013,80.6,DE,Germany
DE22,Niederbayern,2014,80.7,DE,Germany
DE22,Niederbayern,2015,80.4,DE,Germany
DE22,Niederbayern,2016,81.0,DE,Germany
DE22,Niederbayern,2017,80.9,DE,Germany
DE22,Niederbayern,2018,81.1,DE,Germany
DE23,Oberpfalz,2009,80.0,DE,Germany
DE23,Oberpfalz,2010,80.2,DE,Germany
DE23,Oberpfalz,2011,80.4,DE,Germany
DE23,Oberpfalz,2012,80.4,DE,Germany
DE23,Oberpfalz,2013,80.6,DE,Germany
DE23,Oberpfalz,2014,80.9,DE,Germany
DE23,Oberpfalz,2015,80.5,DE,Germany
DE23,Oberpfalz,2016,80.9,DE,Germany
DE23,Oberpfalz,2017,81.0,DE,Germany
DE23,Oberpfalz,2018,80.9,DE,Germany
DE24,Oberfranken,2009,79.7,DE,Germany
DE24,Oberfranken,2010,79.8,DE,Germany
DE24,Oberfranken,2011,80.2,DE,Germany
DE24,Oberfranken,2012,80.1,DE,Germany
DE24,Oberfranken,2013,80.3,DE,Germany
DE24,Oberfranken,2014,81.0,DE,Germany
DE24,Oberfranken,2015,80.1,DE,Germany
DE24,Oberfranken,2016,80.7,DE,Germany
DE24,Oberfranken,2017,80.5,DE,Germany
DE24,Oberfranken,2018,80.6,DE,Germany
DE25,Mittelfranken,2009,80.4,DE,Germany
DE25,Mittelfranken,2010,80.5,DE,Germany
DE25,Mittelfranken,2011,80.6,DE,Germany
DE25,Mittelfranken,2012,80.8,DE,Germany
DE25,Mittelfranken,2013,80.8,DE,Germany
DE25,Mittelfranken,2014,81.2,DE,Germany
DE25,Mittelfranken,2015,80.6,DE,Germany
DE25,Mittelfranken,2016,81.1,DE,Germany
DE25,Mittelfranken,2017,81.0,DE,Germany
DE25,Mittelfranken,2018,81.0,DE,Germany
DE26,Unterfranken,2009,81.0,DE,Germany
DE26,Unterfranken,2010,81.2,DE,Germany
DE26,Unterfranken,2011,81.2,DE,Germany
DE26,Unterfranken,2012,81.2,DE,Germany
DE26,Unterfranken,2013,81.4,DE,Germany
DE26,Unterfranken,2014,81.9,DE,Germany
DE26,Unterfranken,2015,81.3,DE,Germany
DE26,Unterfranken,2016,81.7,DE,Germany
DE26,Unterfranken,2017,81.7,DE,Germany
DE26,Unterfranken,2018,81.6,DE,Germany
DE27,Schwaben,2009,80.9,DE,Germany
DE27,Schwaben,2010,81.1,DE,Germany
DE27,Schwaben,2011,81.2,DE,Germany
DE27,Schwaben,2012,81.3,DE,Germany
DE27,Schwaben,2013,81.3,DE,Germany
